fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
H0507,90087,domain2,D2,,,32.0,0.16,0.0211,5,1.202,3,1,0.203,89.1,axon,1
H0508,90054,domain2,D2,,,8.7,0.16,0.0151,1,1.059,2,1,0.045,103.4,axon,1
H0509,90050,domain2,D2,,,14.0,0.452,0.0076,1,1.356,5,1,0.046,79.3,axon,1
H0510,90018,domain2,D2,,,47.9,0.534,0.0295,4,1.023,2,2,0.035,85.9,axon,0
H0511,90140,domain2,D2,,,39.9,0.591,0.0734,5,1.131,1,10,0.046,77.8,spiny_dendrite,0
H0512,90131,domain2,D2,,,24.0,0.336,0.062,4,5.918,1,2,0.034,103.7,spiny_dendrite,0
H0513,90026,domain2,D2,,,22.8,0.521,0.0522,1,1.197,0,1,0.036,88.8,smooth_dendrite,0
H0514,90072,domain2,D2,,,24.7,0.361,0.0728,2,3.143,0,1,0.019,89.6,glia_process,1
H0515,90086,domain2,D2,,,58.3,0.348,0.0772,2,1.589,1,6,0.03,75.8,spiny_dendrite,1
H0516,90115,domain2,D2,,,60.6,1.069,0.0241,2,1.021,1,4,0.04,93.9,spiny_dendrite,0
H0517,90092,domain2,D2,,,43.3,0.777,0.0253,1,2.248,5,1,0.039,91.1,axon,0
H0518,90029,domain2,D2,,,37.3,0.908,0.0887,3,1.987,0,5,0.022,98.4,spiny_dendrite,1
H0519,90113,domain2,D2,,,17.2,0.88,0.015,3,2.118,1,7,0.042,89.0,spiny_dendrite,0
H0520,90037,domain2,D2,,,9.7,0.105,0.0166,1,1.547,6,1,0.011,103.4,axon,0
H0521,90101,domain2,D2,,,19.7,0.473,0.0231,3,1.339,1,1,0.052,102.4,axon,1
H0522,90114,domain2,D2,,,31.6,0.992,0.0749,6,1.086,0,3,0.13,91.6,spiny_dendrite,0
H0523,90052,domain2,D2,,,35.4,0.99,0.0266,3,1.706,0,3,0.046,98.8,spiny_dendrite,0
H0524,90090,domain2,D2,,,11.0,0.461,0.0266,5,1.927,0,3,0.088,105.5,spiny_dendrite,0
H0525,90012,domain2,D2,,,44.8,0.176,0.0282,6,1.163,2,1,0.032,92.9,axon,0
H0526,90132,domain2,D2,,,43.1,0.639,0.0241,2,1.144,1,7,0.104,99.7,spiny_dendrite,0
H0527,90139,domain2,D2,,,27.0,0.25,0.0242,2,0.968,1,1,0.038,100.1,smooth_dendrite,0
H0528,90092,domain2,D2,,,11.3,0.184,0.0144,11,1.326,0,2,0.078,93.0,smooth_dendrite,0
H0529,90097,domain2,D2,,,33.4,0.346,0.0116,2,0.503,1,3,0.032,102.2,smooth_dendrite,0
H0530,90002,domain2,D2,,,49.2,0.334,0.0566,1,1.803,0,4,0.052,84.6,smooth_dendrite,0
H0531,90046,domain2,D2,,,68.0,0.447,0.0779,5,2.933,3,0,0.021,104.7,axon,0
H0532,90132,domain2,D2,,,37.5,0.433,0.0304,5,2.691,1,3,0.023,99.8,spiny_dendrite,0
H0533,90022,domain2,D2,,,18.0,0.268,0.0184,2,2.379,0,1,0.03,81.7,smooth_dendrite,0
H0534,90123,domain2,D2,,,71.1,0.297,0.0142,1,0.741,1,1,0.033,100.1,smooth_dendrite,0
H0535,90145,domain2,D2,,,39.7,1.642,0.1118,3,1.333,1,2,0.053,102.5,spiny_dendrite,0
H0536,90014,domain2,D2,,,43.4,0.328,0.0398,5,3.342,0,3,0.084,97.3,spiny_dendrite,0
H0537,90031,domain2,D2,,,26.2,0.502,0.0459,3,0.639,0,1,0.02,87.7,glia_process,1
H0538,90073,domain2,D2,,,23.9,0.415,0.0566,4,1.605,0,7,0.13,78.4,spiny_dendrite,0
H0539,90077,domain2,D2,,,15.2,0.631,0.0914,4,1.029,0,2,0.049,87.1,glia_process,0
H0540,90037,domain2,D2,,,137.2,0.567,0.0986,3,1.059,4,3,0.05,73.2,merged_object,1
H0541,90049,domain2,D2,,,26.1,0.611,0.0515,4,1.091,0,3,0.056,106.8,spiny_dendrite,0
H0542,90083,domain2,D2,,,14.9,0.624,0.0801,5,1.416,1,4,0.058,110.4,spiny_dendrite,0
H0543,90111,domain2,D2,,,35.5,0.478,0.0681,5,2.468,0,0,0.029,100.5,glia_process,0
H0544,90045,domain2,D2,,,41.2,1.141,0.0476,2,1.155,0,12,0.038,92.2,spiny_dendrite,0
H0545,90041,domain2,D2,,,67.6,0.7,0.0197,1,1.813,1,1,0.046,107.2,axon,1
H0546,90120,domain2,D2,,,29.6,0.24,0.0146,4,0.806,2,2,0.044,95.5,axon,0
H0547,90036,domain2,D2,,,24.9,0.46,0.0609,2,1.915,0,0,0.017,101.0,glia_process,0
H0548,90082,domain2,D2,,,100.2,0.359,0.0188,1,2.435,0,12,0.109,92.9,spiny_dendrite,0
H0549,90035,domain2,D2,,,12.6,0.594,0.0444,5,0.715,0,5,0.068,97.1,spiny_dendrite,0
H0550,90135,domain2,D2,,,23.9,0.405,0.0778,2,1.433,1,1,0.058,94.5,smooth_dendrite,0
H0551,90074,domain2,D2,,,97.9,0.234,0.0375,2,0.408,1,6,0.122,96.4,spiny_dendrite,1
H0552,90060,domain2,D2,,,25.7,0.258,0.0278,4,1.359,3,1,0.021,96.4,axon,1
H0553,90123,domain2,D2,,,17.7,0.513,0.0971,3,2.859,0,0,0.018,95.8,glia_process,0
H0554,90131,domain2,D2,,,19.1,0.544,0.0114,3,3.706,3,2,0.08,100.1,axon,0
H0555,90059,domain2,D2,,,34.5,0.154,0.0343,5,1.153,0,1,0.093,98.6,smooth_dendrite,0
H0556,90114,domain2,D2,,,19.7,0.475,0.0355,3,0.959,0,1,0.044,105.4,smooth_dendrite,0
H0557,90064,domain2,D2,,,56.5,0.238,0.0399,1,1.658,4,1,0.029,85.5,axon,0
H0558,90010,domain2,D2,,,36.0,1.037,0.0206,3,1.165,2,3,0.029,108.5,spiny_dendrite,0
H0559,90106,domain2,D2,,,133.2,0.67,0.0204,2,1.625,2,1,0.026,95.8,axon,0
H0560,90069,domain2,D2,,,28.3,0.213,0.0884,4,0.663,0,1,0.018,108.1,glia_process,0
H0561,90075,domain2,D2,,,33.6,0.217,0.036,5,0.952,1,1,0.064,100.8,smooth_dendrite,0
H0562,90026,domain2,D2,,,36.3,0.383,0.0044,1,1.567,6,2,0.06,91.5,axon,1
H0563,90037,domain2,D2,,,32.5,0.889,0.0396,5,3.234,1,6,0.052,104.9,spiny_dendrite,0
H0564,90083,domain2,D2,,,25.0,0.784,0.0543,10,2.247,0,3,0.133,86.5,spiny_dendrite,0
H0565,90096,domain2,D2,,,49.1,0.748,0.0403,5,1.037,1,4,0.107,94.6,spiny_dendrite,0
H0566,90131,domain2,D2,,,43.2,0.679,0.0634,1,0.702,1,5,0.07,97.1,spiny_dendrite,0
H0567,90133,domain2,D2,,,15.9,0.676,0.0215,4,1.431,6,1,0.046,93.0,axon,0
H0568,90057,domain2,D2,,,28.3,0.398,0.1364,4,1.219,1,4,0.163,99.7,merged_object,1
H0569,90150,domain2,D2,,,31.8,0.506,0.1153,5,1.97,0,1,0.023,102.8,glia_process,0
H0570,90145,domain2,D2,,,29.4,0.365,0.0078,4,2.28,0,0,0.196,97.5,smooth_dendrite,0
H0571,90069,domain2,D2,,,28.0,0.795,0.0724,3,1.104,0,11,0.067,104.9,spiny_dendrite,1
H0572,90121,domain2,D2,,,37.0,0.312,0.0839,3,1.597,0,0,0.028,94.1,glia_process,1
H0573,90134,domain2,D2,,,76.8,0.294,0.0295,3,0.941,1,1,0.19,99.0,smooth_dendrite,0
H0574,90022,domain2,D2,,,23.5,0.676,0.0454,1,1.622,0,2,0.052,99.4,spiny_dendrite,1
H0575,90045,domain2,D2,,,28.4,0.552,0.1118,2,0.497,0,5,0.047,84.6,spiny_dendrite,0
H0576,90148,domain2,D2,,,14.7,0.586,0.0164,4,0.958,5,1,0.024,91.1,axon,0
H0577,90102,domain2,D2,,,20.5,0.686,0.0446,2,0.917,0,2,0.021,103.3,smooth_dendrite,0
H0578,90118,domain2,D2,,,43.3,0.102,0.0227,5,1.044,5,1,0.034,102.3,axon,0
H0579,90125,domain2,D2,,,42.2,0.205,0.0283,5,0.891,1,1,0.029,104.8,axon,0
H0580,90044,domain2,D2,,,44.0,0.811,0.0294,1,1.95,0,3,0.075,90.0,spiny_dendrite,1
H0581,90057,domain2,D2,,,56.0,0.231,0.0282,1,1.376,2,2,0.039,83.8,axon,0
H0582,90013,domain2,D2,,,13.5,0.851,0.0454,8,0.628,0,4,0.109,86.7,spiny_dendrite,0
H0583,90037,domain2,D2,,,41.2,0.333,0.0594,4,0.442,0,15,0.059,92.8,spiny_dendrite,0
H0584,90100,domain2,D2,,,32.7,0.71,0.0103,2,1.427,4,1,0.034,89.7,axon,0
H0585,90003,domain2,D2,,,24.0,0.644,0.0238,2,2.251,2,2,0.114,97.5,axon,0
H0586,90095,domain2,D2,,,21.7,0.46,0.0159,3,1.024,1,0,0.035,97.6,axon,0
H0587,90024,domain2,D2,,,45.7,0.407,0.0476,4,0.773,0,1,0.128,90.4,smooth_dendrite,0
H0588,90108,domain2,D2,,,62.9,0.585,0.0383,6,2.268,1,1,0.025,107.4,axon,1
H0589,90067,domain2,D2,,,22.4,0.428,0.0215,7,1.577,1,11,0.083,92.1,spiny_dendrite,0
H0590,90121,domain2,D2,,,18.1,0.607,0.0924,8,3.127,0,3,0.179,101.6,smooth_dendrite,1
H0591,90036,domain2,D2,,,16.4,0.338,0.0398,2,1.44,0,1,0.008,89.6,glia_process,0
H0592,90045,domain2,D2,,,30.0,0.251,0.1062,3,1.392,1,2,0.066,73.7,smooth_dendrite,1
H0593,90081,domain2,D2,,,37.9,0.551,0.0214,3,2.416,5,2,0.039,94.6,axon,0
H0594,90064,domain2,D2,,,13.8,0.904,0.0772,2,1.727,0,2,0.039,104.0,glia_process,1
H0595,90057,domain2,D2,,,37.0,0.636,0.0211,2,1.157,4,1,0.038,98.5,axon,0
H0596,90102,domain2,D2,,,17.3,0.675,0.1395,2,1.117,0,1,0.095,87.2,smooth_dendrite,0
H0597,90105,domain2,D2,,,61.3,0.494,0.0372,3,2.191,2,1,0.024,86.7,axon,1
H0598,90105,domain2,D2,,,46.4,0.612,0.0424,5,1.139,0,2,0.041,83.5,smooth_dendrite,1
H0599,90092,domain2,D2,,,18.3,0.217,0.0143,2,1.113,4,0,0.096,91.7,axon,0
H0600,90140,domain2,D2,,,35.4,0.148,0.0348,3,3.05,3,2,0.092,85.2,axon,0
H0601,90015,domain2,D2,,,11.6,0.494,0.0177,5,3.647,3,1,0.014,86.6,axon,1
H0602,90016,domain2,D2,,,24.7,0.909,0.0354,3,1.889,0,5,0.155,99.2,spiny_dendrite,0
H0603,90024,domain2,D2,,,20.6,0.507,0.1114,2,1.098,0,0,0.022,90.1,glia_process,0
H0604,90063,domain2,D2,,,74.1,0.293,0.0341,3,0.503,0,2,0.067,98.8,smooth_dendrite,0
H0605,90055,domain2,D2,,,61.8,0.586,0.03,6,0.613,1,7,0.04,97.9,spiny_dendrite,0
H0606,90113,domain2,D2,,,18.1,0.175,0.0251,1,0.333,2,1,0.072,98.4,axon,0
H0607,90113,domain2,D2,,,21.2,0.159,0.0282,3,1.636,2,1,0.042,105.4,axon,0
H0608,90109,domain2,D2,,,28.6,0.243,0.0608,7,0.734,0,1,0.083,97.6,smooth_dendrite,1
H0609,90025,domain2,D2,,,35.1,0.328,0.0207,4,1.008,0,7,0.021,94.0,spiny_dendrite,0
H0610,90006,domain2,D2,,,31.4,0.175,0.02,2,0.761,4,1,0.027,90.1,axon,1
H0611,90091,domain2,D2,,,38.2,0.714,0.0115,1,0.482,3,1,0.066,79.6,axon,0
H0612,90132,domain2,D2,,,35.6,0.288,0.0211,2,1.469,1,1,0.017,102.2,glia_process,0
H0613,90040,domain2,D2,,,35.3,0.336,0.0567,4,0.549,0,3,0.021,89.2,spiny_dendrite,0
H0614,90106,domain2,D2,,,35.5,0.259,0.0167,2,1.864,2,0,0.016,103.1,axon,0
H0615,90064,domain2,D2,,,42.5,0.389,0.0469,3,0.474,0,2,0.049,99.0,smooth_dendrite,1
H0616,90031,domain2,D2,,,31.6,0.304,0.0289,4,2.09,3,1,0.09,88.3,axon,0
H0617,90064,domain2,D2,,,16.1,0.26,0.0811,4,1.549,1,1,0.056,78.4,smooth_dendrite,0
H0618,90027,domain2,D2,,,8.3,0.457,0.043,2,1.172,0,6,0.085,102.7,spiny_dendrite,1
H0619,90023,domain2,D2,,,19.3,0.373,0.029,1,1.214,2,1,0.048,104.9,axon,0
H0620,90129,domain2,D2,,,20.2,0.242,0.0946,4,0.781,0,2,0.021,92.5,glia_process,0
H0621,90077,domain2,D2,,,29.8,0.725,0.0264,5,1.14,1,14,0.047,98.1,spiny_dendrite,0
H0622,90019,domain2,D2,,,25.7,0.102,0.0275,5,0.496,1,4,0.082,96.9,smooth_dendrite,0
H0623,90063,domain2,D2,,,59.2,0.509,0.1505,2,2.917,1,7,0.023,81.8,spiny_dendrite,1
H0624,90146,domain2,D2,,,18.9,0.278,0.0253,4,0.959,3,1,0.067,88.9,axon,1
H0625,90122,domain2,D2,,,18.4,1.017,0.0276,2,0.676,1,4,0.042,89.3,spiny_dendrite,0
H0626,90141,domain2,D2,,,123.6,0.444,0.0114,2,2.163,1,1,0.017,94.5,axon,0
H0627,90107,domain2,D2,,,94.8,1.463,0.0396,2,2.132,2,1,0.048,86.2,axon,0
H0628,90015,domain2,D2,,,8.4,0.866,0.0367,3,0.991,0,5,0.093,100.5,spiny_dendrite,1
H0629,90088,domain2,D2,,,146.9,0.962,0.1766,14,0.526,4,2,0.032,92.2,merged_object,1
H0630,90100,domain2,D2,,,43.0,0.189,0.0395,1,0.69,0,1,0.032,95.2,smooth_dendrite,1
H0631,90111,domain2,D2,,,33.8,0.342,0.0474,3,1.593,0,2,0.064,92.3,smooth_dendrite,0
H0632,90113,domain2,D2,,,41.5,0.45,0.024,3,0.817,2,2,0.026,81.5,axon,0
H0633,90100,domain2,D2,,,41.3,0.245,0.0222,4,0.56,2,1,0.099,92.6,axon,1
H0634,90125,domain2,D2,,,35.3,0.541,0.049,3,1.368,3,1,0.045,111.0,axon,0
H0635,90082,domain2,D2,,,51.7,0.343,0.0816,12,0.535,0,1,0.084,101.5,smooth_dendrite,1
H0636,90033,domain2,D2,,,62.4,0.514,0.0291,5,2.035,2,1,0.024,102.5,axon,1
H0637,90139,domain2,D2,,,143.7,1.132,0.2583,2,1.661,1,6,0.06,98.7,merged_object,1
H0638,90080,domain2,D2,,,37.6,0.544,0.0062,7,1.332,1,1,0.049,97.4,axon,0
H0639,90126,domain2,D2,,,10.7,0.244,0.0601,2,2.297,0,0,0.073,90.4,glia_process,0
H0640,90134,domain2,D2,,,26.3,0.447,0.0268,2,1.003,1,3,0.031,115.8,spiny_dendrite,0
H0641,90009,domain2,D2,,,32.0,0.688,0.0467,5,1.535,1,1,0.041,91.0,axon,0
H0642,90078,domain2,D2,,,49.7,0.166,0.0612,2,1.614,1,1,0.065,101.7,smooth_dendrite,0
H0643,90051,domain2,D2,,,34.4,0.762,0.0107,1,1.966,2,1,0.132,89.3,axon,0
H0644,90073,domain2,D2,,,44.0,1.118,0.015,3,1.546,1,2,0.041,78.6,axon,0
H0645,90045,domain2,D2,,,31.9,0.385,0.2177,3,1.301,1,1,0.017,100.5,glia_process,0
H0646,90087,domain2,D2,,,38.7,0.162,0.0107,3,1.554,3,1,0.019,94.0,axon,0
H0647,90098,domain2,D2,,,35.8,0.301,0.0256,4,1.614,3,2,0.054,97.6,axon,0
H0648,90095,domain2,D2,,,50.9,0.123,0.0277,5,2.762,1,4,0.131,108.1,smooth_dendrite,1
H0649,90033,domain2,D2,,,21.0,0.28,0.0093,4,1.0,5,2,0.05,94.4,axon,0
H0650,90097,domain2,D2,,,54.8,0.533,0.1105,3,0.722,2,7,0.034,85.6,merged_object,1
H0651,90053,domain2,D2,,,128.0,0.345,0.0101,4,0.872,5,0,0.041,87.8,axon,1
H0652,90110,domain2,D2,,,14.4,0.172,0.03,2,0.644,0,2,0.018,96.6,smooth_dendrite,0
H0653,90063,domain2,D2,,,31.9,0.222,0.0118,2,1.819,3,1,0.018,99.5,axon,0
H0654,90128,domain2,D2,,,14.0,0.552,0.0451,1,1.047,0,1,0.013,98.1,glia_process,0
H0655,90053,domain2,D2,,,24.5,1.024,0.053,1,3.528,0,9,0.059,95.5,spiny_dendrite,0
H0656,90090,domain2,D2,,,54.4,0.205,0.0294,3,1.79,7,0,0.037,87.4,axon,0
H0657,90055,domain2,D2,,,12.8,0.361,0.0407,4,0.436,1,5,0.097,104.8,spiny_dendrite,0
H0658,90050,domain2,D2,,,33.7,0.307,0.0404,2,1.995,2,1,0.052,85.9,smooth_dendrite,0
H0659,90147,domain2,D2,,,31.2,0.423,0.0791,2,2.113,1,2,0.019,95.2,smooth_dendrite,1
H0660,90123,domain2,D2,,,97.6,0.467,0.1095,3,0.703,1,3,0.032,92.5,spiny_dendrite,0
H0661,90018,domain2,D2,,,30.6,0.182,0.1078,2,1.082,1,1,0.022,87.3,glia_process,0
H0662,90095,domain2,D2,,,29.1,0.238,0.0111,2,0.865,6,2,0.048,94.1,axon,1
H0663,90002,domain2,D2,,,35.5,0.254,0.0619,1,1.788,1,2,0.232,96.5,smooth_dendrite,1
H0664,90106,domain2,D2,,,92.2,0.311,0.0329,8,4.091,0,5,0.043,84.6,spiny_dendrite,1
H0665,90044,domain2,D2,,,51.0,0.314,0.0242,2,0.958,4,2,0.069,108.5,axon,0
H0666,90060,domain2,D2,,,105.2,0.243,0.0072,2,0.907,4,2,0.047,84.3,axon,0
H0667,90019,domain2,D2,,,21.1,0.487,0.056,4,0.356,1,12,0.024,85.9,spiny_dendrite,1
H0668,90007,domain2,D2,,,21.1,0.313,0.0571,3,0.605,1,2,0.111,75.8,smooth_dendrite,0
H0669,90015,domain2,D2,,,71.3,0.665,0.0161,11,0.925,3,2,0.049,94.9,axon,0
H0670,90075,domain2,D2,,,17.0,0.546,0.0171,4,0.965,4,1,0.023,87.5,axon,0
H0671,90122,domain2,D2,,,14.7,0.361,0.0343,4,0.807,5,2,0.053,114.1,axon,0
H0672,90111,domain2,D2,,,13.2,0.379,0.1557,2,0.814,1,1,0.023,94.8,glia_process,0
H0673,90008,domain2,D2,,,57.6,0.405,0.1394,2,0.707,0,0,0.011,97.8,glia_process,0
H0674,90093,domain2,D2,,,13.5,0.39,0.0086,2,1.453,1,2,0.014,99.4,axon,1
H0675,90060,domain2,D2,,,11.2,0.281,0.0864,5,1.031,1,6,0.023,89.0,spiny_dendrite,0
H0676,90108,domain2,D2,,,25.2,0.705,0.046,4,0.995,1,1,0.056,91.9,smooth_dendrite,0
H0677,90147,domain2,D2,,,38.4,0.43,0.0231,2,1.282,9,1,0.09,101.9,axon,0
H0678,90126,domain2,D2,,,15.8,0.366,0.1331,5,0.973,0,1,0.01,94.5,glia_process,0
H0679,90123,domain2,D2,,,30.0,0.52,0.0215,2,1.564,4,2,0.056,91.5,axon,0
H0680,90060,domain2,D2,,,23.7,0.261,0.2279,4,2.956,0,0,0.042,92.4,glia_process,0
H0681,90057,domain2,D2,,,59.4,0.576,0.1376,8,6.531,1,5,0.043,99.0,merged_object,1
H0682,90008,domain2,D2,,,82.1,0.214,0.017,2,1.438,7,1,0.059,80.8,axon,1
H0683,90127,domain2,D2,,,102.7,0.188,0.0096,2,1.155,1,1,0.026,98.4,axon,0
H0684,90022,domain2,D2,,,36.4,0.301,0.0397,7,0.371,5,1,0.09,92.4,axon,0
H0685,90134,domain2,D2,,,31.8,0.842,0.0356,4,3.376,0,4,0.065,92.1,spiny_dendrite,0
H0686,90024,domain2,D2,,,59.8,0.654,0.057,4,0.89,0,12,0.041,99.3,smooth_dendrite,0
H0687,90079,domain2,D2,,,22.8,0.516,0.0301,3,0.936,0,9,0.046,105.4,spiny_dendrite,0
H0688,90066,domain2,D2,,,18.8,0.396,0.1306,2,1.957,0,1,0.033,95.5,glia_process,0
H0689,90137,domain2,D2,,,36.5,0.563,0.0927,3,0.659,0,0,0.024,94.7,glia_process,0
H0690,90119,domain2,D2,,,58.0,0.304,0.0219,2,0.722,2,0,0.028,104.9,axon,0
H0691,90086,domain2,D2,,,23.3,0.268,0.0143,5,0.599,7,1,0.025,76.9,axon,0
H0692,90137,domain2,D2,,,55.4,0.656,0.0286,4,1.42,0,4,0.063,97.3,spiny_dendrite,0
H0693,90047,domain2,D2,,,44.1,1.107,0.0513,4,2.848,0,8,0.038,99.4,spiny_dendrite,0
H0694,90017,domain2,D2,,,17.2,0.291,0.081,5,1.104,0,1,0.01,97.0,glia_process,1
H0695,90115,domain2,D2,,,25.1,0.722,0.0646,3,0.977,0,9,0.051,105.5,spiny_dendrite,1
H0696,90142,domain2,D2,,,23.8,0.832,0.0519,3,1.499,1,1,0.024,101.0,glia_process,0
H0697,90110,domain2,D2,,,6.6,0.432,0.0769,3,0.889,0,4,0.125,101.7,spiny_dendrite,1
H0698,90014,domain2,D2,,,95.1,0.819,0.0887,5,1.394,1,0,0.027,93.3,glia_process,0
H0699,90109,domain2,D2,,,34.4,0.375,0.0359,1,0.853,1,1,0.076,100.9,smooth_dendrite,0
H0700,90040,domain2,D2,,,46.6,0.424,0.0296,2,1.666,1,2,0.071,100.3,smooth_dendrite,0
H0701,90017,domain2,D2,,,14.2,0.367,0.1497,4,0.784,0,1,0.031,103.1,glia_process,0
H0702,90132,domain2,D2,,,17.4,0.25,0.0288,2,0.914,1,5,0.028,107.6,spiny_dendrite,1
H0703,90053,domain2,D2,,,19.4,0.199,0.0171,2,0.677,3,2,0.037,95.0,axon,0
H0704,90118,domain2,D2,,,67.2,0.265,0.0138,4,4.03,2,1,0.01,94.3,axon,0
H0705,90063,domain2,D2,,,18.5,0.498,0.0316,3,0.716,5,1,0.025,108.0,axon,0
H0706,90087,domain2,D2,,,61.3,0.325,0.0682,5,1.578,0,2,0.047,95.7,spiny_dendrite,0
H0707,90081,domain2,D2,,,25.5,0.265,0.0638,14,1.046,0,0,0.028,89.7,glia_process,0
H0708,90138,domain2,D2,,,33.7,0.313,0.0586,6,1.588,1,3,0.075,93.2,spiny_dendrite,0
H0709,90029,domain2,D2,,,32.1,0.171,0.0222,2,3.099,3,1,0.068,95.6,axon,0
H0710,90119,domain2,D2,,,20.2,0.47,0.0424,4,2.648,1,8,0.054,105.8,spiny_dendrite,0
H0711,90122,domain2,D2,,,38.0,0.578,0.0539,2,1.187,0,2,0.204,106.7,smooth_dendrite,0
H0712,90148,domain2,D2,,,30.8,0.439,0.0278,6,0.863,0,1,0.026,79.8,smooth_dendrite,0
H0713,90124,domain2,D2,,,33.2,0.243,0.0201,4,0.536,3,1,0.095,89.2,axon,0
H0714,90121,domain2,D2,,,16.7,0.527,0.1112,5,1.269,1,0,0.034,106.7,glia_process,0
H0715,90129,domain2,D2,,,12.0,0.432,0.0332,9,0.58,1,6,0.047,92.0,spiny_dendrite,0
H0716,90061,domain2,D2,,,57.3,0.478,0.0079,7,0.408,2,0,0.101,81.5,axon,1
H0717,90129,domain2,D2,,,28.0,0.544,0.036,10,1.784,0,6,0.035,87.7,spiny_dendrite,0
H0718,90062,domain2,D2,,,13.9,0.9,0.0407,2,0.443,1,3,0.042,100.4,spiny_dendrite,0
H0719,90025,domain2,D2,,,42.5,0.602,0.0879,1,0.919,0,4,0.087,95.2,spiny_dendrite,0
H0720,90144,domain2,D2,,,12.9,0.383,0.0234,6,1.729,1,2,0.095,96.4,smooth_dendrite,0
H0721,90005,domain2,D2,,,13.5,0.128,0.0405,4,0.614,1,1,0.04,99.1,axon,0
H0722,90098,domain2,D2,,,51.8,0.452,0.0283,7,1.38,1,2,0.171,92.6,smooth_dendrite,0
H0723,90040,domain2,D2,,,65.2,0.672,0.0332,1,0.609,4,0,0.034,96.1,axon,0
H0724,90046,domain2,D2,,,30.1,0.475,0.0502,3,2.809,0,3,0.051,92.3,smooth_dendrite,0
H0725,90031,domain2,D2,,,22.7,0.924,0.017,4,0.575,0,5,0.034,110.2,spiny_dendrite,0
H0726,90059,domain2,D2,,,16.4,0.443,0.045,2,1.459,0,7,0.036,98.4,spiny_dendrite,0
H0727,90104,domain2,D2,,,24.7,0.17,0.0402,6,2.556,0,0,0.067,103.1,glia_process,0
H0728,90030,domain2,D2,,,17.4,0.422,0.0577,2,0.936,0,1,0.019,92.6,smooth_dendrite,0
H0729,90018,domain2,D2,,,45.2,0.581,0.215,3,1.05,5,5,0.027,112.9,merged_object,1
H0730,90010,domain2,D2,,,25.5,0.304,0.0397,4,2.502,1,3,0.052,88.6,spiny_dendrite,1
H0731,90098,domain2,D2,,,42.2,0.535,0.0461,2,0.81,1,1,0.07,94.5,smooth_dendrite,0
H0732,90091,domain2,D2,,,18.4,0.915,0.0405,1,0.81,0,6,0.053,92.3,spiny_dendrite,1
H0733,90092,domain2,D2,,,35.5,0.297,0.0458,3,0.677,4,1,0.052,88.3,axon,1
H0734,90061,domain2,D2,,,23.2,0.573,0.0383,2,0.974,1,3,0.124,88.3,spiny_dendrite,0
H0735,90085,domain2,D2,,,41.0,0.157,0.0364,1,1.021,2,1,0.023,90.5,axon,0
H0736,90112,domain2,D2,,,27.2,0.25,0.0346,2,1.751,5,3,0.017,93.3,axon,0
H0737,90074,domain2,D2,,,21.5,0.484,0.0582,9,1.017,1,10,0.093,89.1,spiny_dendrite,0
H0738,90065,domain2,D2,,,10.8,0.883,0.2137,5,0.7,0,1,0.01,101.0,glia_process,1
H0739,90097,domain2,D2,,,20.7,0.311,0.013,5,0.974,3,2,0.044,99.1,axon,1
H0740,90098,domain2,D2,,,36.4,0.624,0.028,7,1.132,2,6,0.162,95.0,spiny_dendrite,1
H0741,90097,domain2,D2,,,35.5,0.635,0.0102,2,2.253,2,1,0.081,104.2,axon,0
H0742,90095,domain2,D2,,,60.0,0.806,0.015,4,2.379,2,1,0.017,90.6,axon,1
H0743,90126,domain2,D2,,,16.7,0.295,0.0453,3,0.959,0,2,0.064,98.0,smooth_dendrite,0
H0744,90114,domain2,D2,,,14.3,0.377,0.1157,4,1.017,0,1,0.018,99.0,glia_process,0
H0745,90088,domain2,D2,,,14.1,0.691,0.0554,14,0.651,0,2,0.051,100.7,smooth_dendrite,0
H0746,90127,domain2,D2,,,27.1,0.299,0.0236,3,2.892,4,1,0.028,94.5,axon,0
H0747,90090,domain2,D2,,,37.8,0.727,0.0355,3,1.282,1,1,0.064,98.3,glia_process,0
H0748,90102,domain2,D2,,,20.9,1.127,0.0934,1,1.752,0,3,0.044,102.3,spiny_dendrite,0
H0749,90135,domain2,D2,,,18.7,1.129,0.1116,4,2.328,0,1,0.025,86.5,glia_process,0
H0750,90066,domain2,D2,,,15.9,0.778,0.0911,2,0.63,0,6,0.028,90.6,spiny_dendrite,0
H0751,90113,domain2,D2,,,11.3,0.229,0.0129,3,1.237,3,1,0.022,104.9,axon,0
H0752,90077,domain2,D2,,,19.2,0.921,0.1338,4,1.482,0,0,0.014,95.1,glia_process,0
H0753,90036,domain2,D2,,,36.9,0.343,0.0702,10,0.924,1,4,0.078,105.4,merged_object,1
H0754,90077,domain2,D2,,,10.5,1.037,0.0696,2,1.964,0,0,0.034,101.2,glia_process,0
H0755,90036,domain2,D2,,,23.2,0.301,0.0544,3,0.667,1,6,0.03,100.5,spiny_dendrite,0
H0756,90093,domain2,D2,,,24.9,0.933,0.0636,2,0.9,0,1,0.044,111.5,glia_process,0
H0757,90117,domain2,D2,,,24.8,0.856,0.1187,3,0.39,0,3,0.044,99.5,spiny_dendrite,0
H0758,90131,domain2,D2,,,36.9,0.789,0.0186,3,0.91,3,1,0.037,91.7,axon,0
