fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
F2120,40228,4-6,B3,494.6,696.8,106.1,1.426,0.1341,17,1.4,3,7,0.312,144.5,merged_object,1
F2121,40351,1-3,B2,140.7,399.4,26.1,0.187,0.0606,3,0.924,1,2,0.176,146.6,smooth_dendrite,0
F2122,40402,5-4,B6,546.1,489.6,124.2,0.447,0.0405,2,1.636,0,4,0.043,128.6,smooth_dendrite,0
F2123,40436,6-2,B1,638.2,219.6,53.8,0.19,0.0342,7,3.348,1,4,0.275,126.4,smooth_dendrite,0
F2124,40386,0-2,B5,12.0,236.1,50.5,0.323,0.0164,2,3.519,2,1,0.037,126.6,axon,1
F2125,40070,5-5,B6,567.0,520.6,81.5,0.34,0.0148,7,0.337,0,13,0.047,113.8,spiny_dendrite,0
F2126,40180,6-4,B1,656.6,424.1,37.0,0.569,0.0361,5,0.629,3,0,0.163,117.5,axon,0
F2127,40230,1-2,B4,192.0,230.4,36.5,0.193,0.0313,1,1.098,3,1,0.218,112.0,axon,0
F2128,40032,7-7,B1,762.3,730.4,154.7,1.037,0.0546,2,0.679,3,1,0.131,122.3,axon,0
F2129,40030,7-7,B2,768.3,716.2,18.1,0.938,0.0684,2,1.309,1,9,0.021,125.9,spiny_dendrite,0
F2130,40501,2-1,B3,220.7,140.0,20.2,0.174,0.081,9,2.821,0,0,0.122,126.2,glia_process,0
F2131,40399,4-4,B6,498.3,412.6,26.2,0.203,0.02,2,0.733,1,1,0.036,133.3,axon,0
F2132,40008,7-1,B6,739.2,190.5,38.2,1.194,0.031,1,10.102,3,1,0.071,95.5,axon,1
F2133,40592,1-7,B6,193.5,779.3,74.1,0.295,0.0923,2,1.725,1,1,0.032,117.6,glia_process,0
F2134,40559,1-7,B6,162.3,719.8,12.5,0.192,0.0524,1,0.647,1,0,0.012,111.1,glia_process,0
F2135,40488,5-1,B1,532.4,112.1,17.6,1.267,0.0235,6,1.645,0,5,0.107,86.4,smooth_dendrite,0
F2136,40238,3-7,B6,341.9,773.3,53.7,0.371,0.1194,2,0.821,0,6,0.051,139.7,spiny_dendrite,0
F2137,40257,7-0,B2,752.2,58.9,48.6,0.818,0.0167,1,0.973,2,1,0.035,147.4,axon,0
F2138,40159,5-2,B2,510.7,238.6,44.0,0.112,0.0152,6,0.864,2,3,0.102,121.2,axon,1
F2139,40246,4-2,B1,497.6,245.9,43.8,0.83,0.0753,1,0.806,1,1,0.012,130.5,spiny_dendrite,0
F2140,40460,2-0,B6,203.2,42.0,26.8,0.433,0.0596,6,4.642,0,4,0.203,126.3,smooth_dendrite,0
F2141,40544,0-2,B3,88.6,234.5,32.1,0.859,0.0496,8,2.373,0,1,0.124,125.9,glia_process,1
F2142,40235,5-5,B6,548.9,539.4,15.6,2.431,0.0572,1,0.181,1,2,0.11,114.6,spiny_dendrite,0
F2143,40379,4-3,B6,494.0,374.2,56.6,1.244,0.0283,2,1.751,1,7,0.046,115.2,smooth_dendrite,1
F2144,40403,4-2,B1,442.1,253.3,45.0,1.072,0.0435,2,0.982,0,2,0.428,133.0,smooth_dendrite,0
F2145,40133,7-2,B5,789.4,249.1,33.8,1.171,0.0626,8,2.375,2,2,0.114,126.0,axon,0
F2146,40316,1-4,B5,182.6,456.5,72.1,0.23,0.0157,7,0.69,8,0,0.071,123.8,axon,0
F2147,40417,7-6,B2,765.2,642.2,10.1,0.298,0.0281,3,0.666,1,1,0.071,110.2,axon,1
F2148,40166,6-7,B6,618.9,799.9,34.3,1.183,0.0668,6,1.396,2,4,0.086,131.6,merged_object,1
F2149,40134,2-3,B2,218.8,303.3,14.1,0.791,0.0914,5,1.864,1,6,0.032,121.0,spiny_dendrite,0
F2150,40484,0-1,B2,32.0,189.2,28.7,0.666,0.0091,13,3.845,4,4,0.037,146.9,axon,0
F2151,40085,5-0,B4,512.8,4.3,31.0,0.694,0.0132,14,1.424,4,1,0.088,120.7,axon,1
F2152,40038,7-5,B2,731.4,577.8,19.0,0.462,0.0065,1,2.63,3,1,0.127,116.5,axon,1
F2153,40133,7-2,B5,770.8,245.4,48.9,0.776,0.0529,15,2.316,2,2,0.146,125.0,axon,0
F2154,40482,3-1,B3,335.3,103.4,46.7,0.511,0.1033,1,0.682,1,7,0.071,130.4,smooth_dendrite,1
F2155,40139,0-0,B3,24.5,99.6,25.8,0.41,0.012,1,3.709,4,1,0.085,121.1,axon,0
F2156,40153,3-0,B5,303.8,87.2,8.6,0.125,0.0146,2,3.699,5,1,0.118,117.8,axon,0
F2157,40062,6-0,B5,693.5,26.4,88.2,0.886,0.0816,2,0.987,1,5,0.036,115.2,spiny_dendrite,0
F2158,40117,6-3,B5,692.4,319.5,34.3,1.432,0.1365,4,1.524,0,19,0.131,98.9,spiny_dendrite,0
F2159,40371,6-4,B6,608.6,498.5,71.1,0.558,0.0181,1,0.987,1,8,0.087,120.0,smooth_dendrite,0
F2160,40372,0-4,B5,65.4,414.4,38.7,0.138,0.0102,2,1.995,1,0,0.098,125.8,axon,1
F2161,40360,4-0,B4,430.3,44.5,11.8,0.694,0.0092,3,0.817,9,1,0.102,123.7,axon,0
F2162,40569,0-6,B4,40.3,654.4,11.5,0.571,0.2385,2,1.329,0,0,0.067,120.8,glia_process,0
F2163,40424,4-5,B4,439.0,529.4,88.3,0.264,0.0144,1,1.219,1,0,0.053,121.9,axon,0
F2164,40240,5-7,B3,546.5,762.1,9.1,0.462,0.069,3,2.521,1,4,0.203,127.5,spiny_dendrite,0
F2165,40444,4-4,B2,414.6,497.1,24.7,0.534,0.303,6,3.69,3,6,0.07,135.8,merged_object,1
F2166,40582,5-7,B3,532.6,773.1,39.2,1.475,0.8739,25,1.4,3,2,0.093,131.8,merged_object,1
F2167,40175,4-2,B3,499.3,216.4,31.6,0.37,0.0371,2,1.628,0,14,0.12,131.3,spiny_dendrite,1
F2168,40377,7-1,B2,762.4,136.1,28.3,0.492,0.0119,1,0.51,3,2,0.052,96.0,axon,0
F2169,40330,4-0,B4,440.8,32.2,22.7,0.755,0.0453,7,1.776,1,5,0.067,131.5,spiny_dendrite,1
F2170,40096,3-2,B1,399.1,262.2,34.6,0.685,0.0866,1,1.987,1,1,0.145,128.2,spiny_dendrite,0
F2171,40009,0-0,B4,65.7,7.4,25.9,0.168,0.0831,3,0.603,2,12,0.058,130.1,spiny_dendrite,0
F2172,40296,3-4,B1,351.0,407.8,10.7,1.087,0.046,3,1.87,1,5,0.079,127.4,spiny_dendrite,0
F2173,40272,6-6,B4,625.3,623.8,16.4,0.38,0.0664,3,5.983,0,5,0.06,123.9,spiny_dendrite,0
F2174,40047,0-7,B2,59.6,737.9,27.7,0.993,0.0145,5,1.292,2,1,0.327,130.7,axon,0
F2175,40079,2-4,B1,298.8,470.1,26.8,0.506,0.0494,4,0.492,2,1,0.067,123.0,spiny_dendrite,0
F2176,40366,0-3,B4,51.6,348.4,29.2,0.351,0.0417,7,0.928,0,3,0.291,112.3,smooth_dendrite,0
F2177,40225,3-7,B1,325.9,757.3,18.6,0.547,0.0143,2,1.147,4,1,0.088,142.8,axon,0
F2178,40468,3-7,B1,351.2,747.2,179.0,0.194,0.0118,1,2.892,3,1,0.177,134.5,axon,1
F2179,40449,5-1,B1,595.2,141.2,27.8,1.172,0.0529,3,0.727,1,4,0.56,76.5,smooth_dendrite,0
F2180,40090,0-6,B2,87.9,663.3,46.9,0.211,0.0176,1,0.687,14,1,0.073,126.9,axon,0
F2181,40283,3-0,B6,360.0,45.0,30.3,0.585,0.013,3,7.476,4,1,0.03,120.1,axon,0
F2182,40187,0-4,B1,17.9,497.6,32.1,0.824,0.0567,4,1.291,0,8,0.229,120.1,spiny_dendrite,0
F2183,40274,6-4,B6,699.5,495.8,27.8,0.858,0.0914,3,0.551,0,4,0.14,113.1,spiny_dendrite,0
F2184,40279,4-7,B6,449.5,795.2,22.1,0.368,0.0119,1,1.865,1,3,0.075,122.4,axon,0
F2185,40242,5-2,B5,539.2,257.1,11.6,0.811,0.033,10,0.941,0,4,0.076,127.6,spiny_dendrite,1
F2186,40043,2-1,B2,253.6,187.4,40.4,0.889,0.0686,3,1.885,1,12,0.054,122.3,spiny_dendrite,0
F2187,40259,3-4,B6,377.6,498.0,42.2,0.476,0.1036,2,0.509,1,1,0.106,127.1,spiny_dendrite,0
F2188,40305,5-7,B5,569.4,735.3,17.8,1.538,0.0442,5,1.667,1,5,0.065,133.5,spiny_dendrite,0
F2189,40117,6-3,B5,627.4,361.2,30.3,1.161,0.1215,2,2.227,0,11,0.199,96.5,spiny_dendrite,0
F2190,40149,1-1,B5,198.0,167.3,25.8,0.279,0.0337,3,0.469,2,13,0.254,130.1,spiny_dendrite,0
F2191,40497,7-1,B2,765.9,192.4,18.3,0.237,0.0372,5,1.022,1,7,0.086,100.2,smooth_dendrite,0
F2192,40037,1-1,B4,113.0,108.5,22.5,0.455,0.0578,1,1.035,0,2,0.083,138.5,spiny_dendrite,0
F2193,40279,4-7,B6,444.5,788.3,21.6,0.594,0.0266,1,1.405,0,12,0.154,120.6,spiny_dendrite,0
F2194,40081,5-1,B3,592.7,164.1,80.7,0.689,0.1058,3,1.208,0,15,0.25,74.7,spiny_dendrite,0
F2195,40410,7-1,B3,729.8,170.7,8.3,0.445,0.0334,2,2.667,1,1,0.229,98.2,axon,0
F2196,40559,1-7,B6,132.8,746.5,11.0,0.176,0.0631,2,0.877,0,0,0.02,111.8,glia_process,0
F2197,40594,1-3,B5,165.6,376.1,54.6,0.969,0.2336,8,1.941,1,1,0.067,147.7,glia_process,1
F2198,40238,3-7,B6,354.5,712.7,40.6,0.334,0.0336,4,0.643,2,1,0.04,136.7,axon,1
F2199,40289,6-4,B1,617.6,434.3,16.4,1.284,0.0298,4,1.614,0,5,0.082,111.1,spiny_dendrite,0
F2200,40074,1-0,B1,173.8,13.1,45.3,0.781,0.0133,2,0.618,2,0,0.079,116.7,axon,0
F2201,40558,6-6,B1,691.0,651.6,42.4,0.498,0.1541,12,2.308,0,1,0.048,119.8,glia_process,0
F2202,40142,5-2,B4,505.6,264.2,48.8,0.191,0.0084,3,0.54,4,1,0.184,129.4,axon,0
F2203,40462,0-5,B4,48.3,538.0,13.0,0.431,0.1115,3,1.758,1,15,0.042,94.1,smooth_dendrite,0
F2204,40351,1-3,B2,131.3,398.1,22.2,0.28,0.0296,2,0.327,5,0,0.122,146.7,axon,0
F2205,40413,3-0,B4,311.6,39.4,32.4,0.652,0.0314,1,2.812,7,0,0.058,125.0,axon,0
F2206,40127,1-0,B4,127.2,66.0,118.7,0.286,0.0262,1,1.664,2,0,0.032,119.1,axon,0
F2207,40543,1-5,B5,109.8,543.1,24.9,0.555,0.0541,2,1.475,0,1,0.052,106.6,glia_process,0
F2208,40130,4-1,B3,400.4,148.6,39.5,1.151,0.0673,3,0.567,0,9,0.053,113.2,spiny_dendrite,0
F2209,40226,7-7,B5,738.2,780.5,79.3,0.21,0.0171,3,0.5,0,1,0.036,125.3,spiny_dendrite,0
F2210,40199,2-2,B2,209.2,286.4,20.6,0.35,0.0102,6,1.212,5,1,0.057,114.0,axon,0
F2211,40200,1-7,B3,142.0,776.5,55.7,0.369,0.0211,3,0.767,5,0,0.086,107.2,axon,0
F2212,40440,6-3,B2,643.7,320.9,9.1,0.185,0.0718,6,1.025,1,11,0.182,102.5,smooth_dendrite,0
F2213,40115,2-7,B4,256.9,760.7,26.8,0.999,0.0711,3,0.387,1,5,0.131,136.1,spiny_dendrite,0
F2214,40558,6-6,B1,631.5,628.1,32.4,0.622,0.1104,6,1.979,1,1,0.073,122.8,glia_process,0
F2215,40513,7-5,B2,749.3,518.8,34.6,0.592,0.0462,1,1.558,0,0,0.032,118.6,glia_process,1
F2216,40518,2-3,B4,263.3,302.6,21.8,0.308,0.4381,4,0.785,1,0,0.017,130.6,glia_process,0
F2217,40206,6-1,B4,669.6,111.1,28.9,1.737,0.0218,6,2.202,7,1,0.084,121.0,axon,0
F2218,40260,4-6,B5,473.4,690.7,61.8,0.509,0.0889,6,0.707,1,3,0.102,157.0,spiny_dendrite,0
F2219,40109,5-5,B2,598.4,501.9,16.1,1.236,0.0124,1,0.698,1,5,0.073,112.2,spiny_dendrite,0
F2220,40583,5-0,B6,519.7,17.3,98.7,0.136,0.0198,3,1.32,0,1,0.098,118.3,glia_process,1
F2221,40297,3-3,B4,322.7,338.2,15.3,0.545,0.114,4,1.293,1,4,0.059,105.1,spiny_dendrite,0
F2222,40375,4-7,B6,434.0,765.0,28.8,0.24,0.0222,2,1.432,1,3,0.112,126.0,smooth_dendrite,0
F2223,40026,3-1,B6,378.1,187.4,113.4,0.182,0.014,3,1.825,3,1,0.056,130.7,axon,0
F2224,40357,6-0,B1,636.8,92.3,56.3,0.289,0.0542,5,2.779,0,1,0.096,110.0,smooth_dendrite,0
F2225,40312,4-2,B5,465.0,229.9,36.8,1.132,0.0159,2,1.521,1,11,0.139,138.6,spiny_dendrite,0
F2226,40135,2-1,B3,239.7,186.7,39.6,0.533,0.0052,4,2.813,3,1,0.044,121.7,axon,1
F2227,40186,7-6,B5,755.3,642.0,10.2,0.172,0.0182,2,3.182,5,1,0.156,109.9,axon,0
F2228,40321,3-7,B4,307.5,765.8,18.4,2.697,0.0689,2,0.977,0,4,0.097,146.8,spiny_dendrite,0
F2229,40056,5-3,B5,524.3,319.2,31.3,1.536,0.0543,2,1.472,0,7,0.168,113.1,spiny_dendrite,0
F2230,40447,2-2,B6,286.6,204.1,71.6,0.919,0.0403,6,1.028,1,5,0.044,114.7,smooth_dendrite,0
F2231,40330,4-0,B4,466.5,54.8,20.1,0.352,0.0124,8,1.231,7,2,0.099,126.7,axon,1
F2232,40394,5-6,B5,564.6,620.8,68.3,3.437,0.0102,1,2.992,5,1,0.115,136.0,axon,0
F2233,40411,0-2,B4,71.7,236.2,20.1,0.264,0.0246,7,1.222,7,2,0.043,126.6,axon,0
F2234,40171,2-3,B2,237.0,385.9,12.2,0.297,0.0192,1,0.541,3,1,0.147,131.1,axon,1
F2235,40462,0-5,B4,27.0,561.7,14.6,0.631,0.1271,2,0.785,2,15,0.077,95.4,smooth_dendrite,0
F2236,40064,2-3,B1,209.7,317.5,21.9,0.607,0.0242,2,3.174,5,1,0.019,119.8,axon,1
F2237,40199,2-2,B2,298.5,239.2,24.5,0.215,0.01,3,1.14,6,1,0.084,116.7,axon,0
F2238,40577,0-2,B4,91.8,209.5,15.9,1.225,0.0305,5,0.96,1,0,0.02,129.3,glia_process,0
F2239,40274,6-4,B6,681.2,438.5,32.6,0.776,0.1201,6,1.373,0,7,0.056,115.9,spiny_dendrite,0
F2240,40306,3-3,B3,314.4,350.1,76.4,0.137,0.0722,3,0.431,1,6,0.067,99.8,spiny_dendrite,0
F2241,40489,4-6,B5,427.6,688.8,14.6,0.16,0.047,2,2.856,2,2,0.051,146.4,axon,1
F2242,40206,6-1,B4,699.2,190.0,14.2,1.222,0.049,8,1.766,0,5,0.048,123.8,spiny_dendrite,0
F2243,40314,1-4,B3,142.1,415.7,69.6,0.396,0.026,1,4.46,1,5,0.039,119.5,spiny_dendrite,0
F2244,40576,2-1,B5,234.5,100.7,40.0,0.772,0.0676,5,1.365,0,0,0.043,118.7,glia_process,1
F2245,40100,2-6,B3,211.2,667.1,9.3,0.522,0.0386,3,1.192,1,4,0.131,105.6,spiny_dendrite,0
F2246,40221,2-1,B3,291.8,196.5,69.6,0.807,0.0141,1,0.803,4,1,0.053,128.2,axon,0
F2247,40442,0-3,B5,18.6,333.9,35.9,0.302,0.0496,5,1.291,1,2,0.247,114.1,smooth_dendrite,0
F2248,40393,1-3,B6,148.6,351.7,24.6,0.713,0.0422,2,1.732,0,12,0.141,150.5,smooth_dendrite,0
F2249,40399,4-4,B6,471.1,438.6,17.1,0.236,0.019,5,0.373,1,2,0.069,135.8,smooth_dendrite,0
F2250,40010,4-7,B6,491.0,773.1,5.5,0.73,0.0956,2,1.277,1,4,0.141,125.2,spiny_dendrite,0
F2251,40007,3-4,B5,399.9,450.5,23.4,0.607,0.0582,5,1.467,2,2,0.162,118.6,axon,0
F2252,40062,6-0,B5,658.2,66.8,42.1,0.467,0.051,1,0.434,4,1,0.02,116.0,axon,0
F2253,40345,1-4,B1,188.1,423.9,15.2,0.286,0.0833,4,1.029,1,1,0.073,110.7,axon,0
F2254,40116,1-5,B1,169.8,518.9,29.9,1.087,0.0266,5,0.284,1,6,0.28,109.1,spiny_dendrite,0
F2255,40087,4-1,B1,470.5,158.5,55.8,0.683,0.0165,4,0.967,7,0,0.041,112.3,axon,1
F2256,40447,2-2,B6,264.1,252.8,51.8,0.69,0.0451,5,0.934,1,4,0.115,110.8,smooth_dendrite,0
F2257,40465,7-5,B1,730.5,598.8,81.1,0.215,0.0126,4,1.586,2,2,0.119,115.0,axon,1
F2258,40372,0-4,B5,36.1,428.1,46.4,0.09,0.0098,1,2.078,1,0,0.069,126.2,axon,1
F2259,40051,3-6,B5,389.1,688.4,11.8,0.448,0.0213,3,0.732,8,0,0.067,140.8,axon,0
F2260,40349,1-6,B3,152.7,659.3,60.3,0.315,0.0115,3,3.573,5,4,0.036,124.4,axon,1
F2261,40037,1-1,B4,164.4,179.4,19.1,0.64,0.0418,1,0.823,0,6,0.065,136.8,spiny_dendrite,1
F2262,40502,4-4,B3,489.5,463.8,6.4,0.438,0.0895,4,3.056,0,2,0.105,131.9,glia_process,0
F2263,40003,3-5,B2,310.4,559.6,63.1,0.384,0.0155,2,2.011,4,1,0.076,126.7,axon,0
F2264,40350,6-4,B5,645.1,450.1,13.1,1.405,0.0069,1,2.039,0,1,0.08,126.2,smooth_dendrite,0
F2265,40235,5-5,B6,582.6,530.8,13.5,1.57,0.0191,1,0.342,5,0,0.128,117.3,axon,0
F2266,40348,0-3,B5,41.1,366.0,8.4,0.136,0.0603,5,6.332,1,3,0.104,114.8,smooth_dendrite,1
F2267,40055,4-0,B6,437.0,4.4,42.1,0.15,0.0105,3,3.657,6,1,0.061,121.0,axon,0
F2268,40575,5-4,B4,511.9,472.4,12.8,3.78,0.0605,3,0.553,1,0,0.027,132.2,glia_process,0
F2269,40420,5-7,B2,584.7,700.6,50.6,1.415,0.0821,6,0.369,1,4,0.168,123.9,smooth_dendrite,0
F2270,40122,1-0,B4,151.8,64.9,50.1,0.257,0.0217,4,4.819,3,1,0.14,118.9,axon,0
F2271,40318,6-7,B1,601.5,750.9,16.8,0.219,0.1102,8,0.287,1,3,0.125,125.4,spiny_dendrite,0
F2272,40084,3-3,B6,371.7,338.3,32.3,0.418,0.0248,2,0.757,1,1,0.26,110.1,axon,0
F2273,40340,3-4,B6,327.8,499.7,48.9,0.187,0.0307,2,1.2,3,2,0.078,124.6,axon,0
F2274,40460,2-0,B6,265.0,86.6,38.1,0.358,0.0443,6,12.303,1,4,0.254,129.5,smooth_dendrite,0
F2275,40310,4-2,B1,455.2,247.4,36.1,0.168,0.0389,7,0.396,7,1,0.051,137.3,axon,0
F2276,40564,7-1,B2,720.5,133.0,8.1,0.229,0.0645,4,0.392,1,0,0.042,103.4,glia_process,0
F2277,40097,7-1,B3,724.1,196.9,61.9,0.191,0.0398,3,1.455,1,3,0.048,96.3,spiny_dendrite,0
F2278,40552,7-2,B4,765.4,207.1,53.0,1.223,0.0699,4,2.119,0,3,0.05,120.2,glia_process,0
F2279,40211,7-2,B4,736.8,212.9,69.4,0.984,0.1635,15,0.816,4,4,0.083,118.0,merged_object,1
F2280,40383,7-1,B5,787.7,143.2,30.5,0.13,0.0096,2,2.313,4,1,0.067,99.7,axon,0
F2281,40016,3-3,B5,362.7,333.4,13.1,0.953,0.0846,4,1.613,1,1,0.065,108.6,axon,0
F2282,40217,7-1,B6,794.0,116.2,18.8,0.955,0.0507,2,0.519,0,6,0.09,96.3,spiny_dendrite,0
F2283,40317,1-2,B2,153.4,284.4,65.1,0.781,0.164,2,0.898,1,2,0.057,113.9,spiny_dendrite,0
F2284,40062,6-0,B5,629.8,35.7,114.7,0.901,0.1079,3,0.386,1,3,0.059,114.4,spiny_dendrite,0
F2285,40473,0-1,B2,50.3,173.8,14.6,0.667,0.2166,8,1.053,3,3,0.123,142.6,merged_object,1
F2286,40555,5-2,B6,577.7,215.0,47.2,0.979,0.0886,2,0.553,1,0,0.076,116.0,glia_process,0
F2287,40592,1-7,B6,161.9,735.7,22.5,0.659,0.0669,2,1.136,1,1,0.037,117.8,glia_process,0
F2288,40237,4-4,B6,472.4,450.3,28.6,0.488,0.0167,2,0.895,5,1,0.034,128.6,axon,0
F2289,40068,7-0,B5,792.6,54.8,28.7,0.17,0.031,2,2.249,5,1,0.038,138.1,axon,0
F2290,40167,3-5,B2,378.6,559.2,53.3,0.683,0.085,9,0.981,2,1,0.157,134.0,merged_object,1
F2291,40356,3-3,B1,370.3,393.4,18.8,1.166,0.0527,1,2.596,0,5,0.125,111.3,smooth_dendrite,0
F2292,40330,4-0,B4,426.0,52.8,32.7,0.586,0.0845,13,1.587,5,12,0.08,126.8,merged_object,1
F2293,40023,5-7,B4,506.3,741.0,48.6,0.255,0.0058,1,1.474,2,4,0.024,119.8,axon,0
F2294,40107,7-3,B5,767.4,318.5,62.1,0.629,0.0152,2,1.849,1,3,0.272,123.5,spiny_dendrite,0
F2295,40174,2-3,B6,262.4,368.3,41.9,0.274,0.007,1,0.738,6,0,0.05,127.5,axon,0
F2296,40280,4-4,B6,471.9,475.9,32.7,0.595,0.058,2,0.735,4,3,0.023,132.4,merged_object,1
F2297,40517,7-7,B2,750.6,776.9,64.5,0.518,0.0502,6,1.022,0,0,0.059,132.9,glia_process,0
F2298,40237,4-4,B6,485.4,430.5,27.2,0.701,0.0524,3,0.315,1,4,0.032,131.5,spiny_dendrite,0
F2299,40247,7-6,B2,736.1,615.9,10.0,1.116,0.0189,2,2.091,3,1,0.093,113.5,axon,0
F2300,40270,2-2,B3,266.9,294.2,7.4,0.895,0.0173,4,0.813,1,9,0.125,106.8,spiny_dendrite,0
F2301,40244,4-4,B2,430.0,452.2,7.5,0.28,0.032,3,1.026,1,17,0.094,129.3,spiny_dendrite,0
F2302,40430,7-7,B2,769.8,753.4,54.9,0.203,0.0058,1,2.289,18,1,0.095,127.1,axon,0
F2303,40138,0-1,B3,48.0,117.6,54.7,0.29,0.0346,4,1.293,2,1,0.261,141.5,axon,0
F2304,40554,4-3,B2,469.8,344.9,23.5,0.217,0.013,6,1.518,0,1,0.043,114.1,glia_process,1
F2305,40046,6-6,B1,682.3,636.8,44.5,0.447,0.0079,1,0.904,4,2,0.027,127.0,axon,0
F2306,40439,4-6,B6,458.1,651.4,62.3,1.129,0.0537,4,2.056,0,1,0.05,149.8,axon,0
F2307,40443,6-0,B6,658.6,45.3,26.7,0.477,0.0049,9,1.069,7,3,0.064,110.0,axon,0
F2308,40076,7-5,B6,729.5,539.8,160.2,0.506,0.0148,3,0.572,2,1,0.046,114.1,axon,0
F2309,40383,7-1,B5,780.9,178.2,54.0,0.283,0.028,5,2.01,1,5,0.199,100.5,smooth_dendrite,0
F2310,40305,5-7,B5,517.3,714.6,30.0,0.559,0.0535,7,1.359,1,6,0.075,136.1,spiny_dendrite,0
F2311,40029,3-3,B2,359.5,300.3,29.0,0.112,0.029,2,0.219,2,2,0.06,116.2,axon,0
F2312,40474,1-4,B4,168.2,403.3,93.7,0.493,0.0828,3,0.501,0,9,0.067,123.9,smooth_dendrite,0
F2313,40366,0-3,B4,18.7,327.4,41.1,0.453,0.0573,4,1.262,0,1,0.409,107.2,smooth_dendrite,0
F2314,40443,6-0,B6,699.0,41.7,20.6,0.398,0.003,5,1.028,5,2,0.045,111.6,axon,1
F2315,40384,5-4,B4,562.6,407.0,30.7,0.671,0.0472,5,0.342,5,0,0.041,123.8,axon,0
F2316,40341,1-4,B1,166.3,446.0,40.4,0.211,0.0832,1,0.314,4,0,0.071,118.4,axon,1
F2317,40175,4-2,B3,444.7,233.7,33.0,0.216,0.0218,2,0.947,0,7,0.102,130.4,spiny_dendrite,0
F2318,40279,4-7,B6,436.4,780.5,15.5,0.525,0.0056,1,1.589,1,2,0.071,123.8,axon,0
F2319,40044,5-0,B5,559.3,33.0,42.7,0.125,0.0046,4,0.384,3,2,0.082,120.5,axon,0
F2320,40461,0-6,B2,76.8,661.6,40.4,0.506,0.0557,3,3.13,0,3,0.329,128.9,smooth_dendrite,0
F2321,40045,6-4,B6,698.2,461.8,14.6,0.213,0.0597,2,1.571,0,10,0.079,119.2,spiny_dendrite,0
F2322,40372,0-4,B5,96.3,493.0,42.8,0.092,0.0107,1,2.278,1,1,0.057,125.6,axon,0
F2323,40184,7-0,B5,704.4,58.6,29.7,0.794,0.0701,1,0.374,1,8,0.151,145.9,spiny_dendrite,1
F2324,40371,6-4,B6,677.6,409.1,197.8,0.763,0.0147,2,0.843,1,11,0.055,122.3,smooth_dendrite,0
F2325,40023,5-7,B4,563.5,774.1,31.1,0.334,0.0183,1,0.658,0,10,0.022,116.7,spiny_dendrite,0
F2326,40202,0-7,B4,73.5,771.0,7.8,0.654,0.101,2,0.637,2,1,0.099,119.7,axon,0
F2327,40595,3-7,B1,370.9,796.4,99.1,0.704,0.0369,6,1.413,0,1,0.09,141.7,glia_process,0
F2328,40047,0-7,B2,77.1,705.4,17.2,1.287,0.0188,8,1.74,2,1,0.207,129.4,axon,0
F2329,40449,5-1,B1,595.7,134.3,20.7,0.559,0.0561,3,1.507,1,6,0.904,81.3,smooth_dendrite,0
F2330,40194,1-2,B3,140.7,298.0,49.5,0.125,0.101,3,0.935,3,4,0.042,124.6,axon,0
F2331,40355,5-2,B4,549.5,282.3,11.5,0.24,0.062,1,0.527,0,6,0.026,125.9,smooth_dendrite,1
F2332,40361,4-3,B4,401.7,332.3,13.0,0.247,0.0355,4,0.373,0,3,0.114,111.7,smooth_dendrite,0
F2333,40271,2-5,B2,296.5,534.9,89.5,0.409,0.0134,1,0.479,5,2,0.063,114.7,axon,0
F2334,40194,1-2,B3,172.2,213.4,52.7,0.189,0.2705,2,1.505,0,21,0.045,127.0,spiny_dendrite,0
F2335,40531,2-6,B3,208.1,632.5,29.5,0.501,0.0268,8,1.476,0,1,0.012,114.6,glia_process,1
F2336,40308,6-2,B2,649.7,219.6,28.1,1.015,0.02,2,1.45,2,0,0.085,122.6,axon,1
F2337,40334,2-2,B3,230.7,226.5,52.7,0.272,0.0222,1,3.63,1,1,0.12,110.6,axon,0
F2338,40495,5-2,B6,552.1,242.1,26.4,0.438,0.0626,2,1.956,0,10,0.402,120.3,smooth_dendrite,1
F2339,40328,1-5,B6,145.4,564.3,13.0,0.293,0.0293,3,1.152,0,4,0.105,106.7,spiny_dendrite,1
F2340,40371,6-4,B6,641.3,443.8,203.9,0.523,0.0146,3,0.622,1,15,0.067,120.7,smooth_dendrite,0
F2341,40561,0-5,B6,91.0,542.2,31.2,4.431,0.1778,4,1.226,0,1,0.051,92.0,glia_process,1
F2342,40330,4-0,B4,451.6,89.1,15.7,0.42,0.0242,5,1.722,2,8,0.253,127.8,spiny_dendrite,0
F2343,40242,5-2,B5,504.7,220.5,19.4,0.965,0.0337,18,1.27,0,7,0.073,123.8,spiny_dendrite,1
F2344,40197,4-2,B1,465.0,240.0,35.9,0.908,0.0446,5,0.913,0,3,0.079,127.0,spiny_dendrite,0
F2345,40456,0-3,B5,97.1,378.2,20.5,0.841,0.0099,3,0.299,0,3,0.151,116.6,smooth_dendrite,1
F2346,40126,4-3,B6,485.8,353.0,20.8,0.627,0.085,1,1.881,1,6,0.032,110.6,spiny_dendrite,0
F2347,40518,2-3,B4,219.4,352.1,14.6,0.163,0.3076,4,0.854,1,0,0.023,133.0,glia_process,0
