synapse_id,pre_root_id,post_root_id,pre_cell_type,post_cell_type,region,x_um,y_um,z_um,size_vx
748,100015,100170,L23_pyr,L5_pyr,L5,158.0,636.6,97.0,281
749,100143,100288,L4_exc,vip,L5,59.6,421.0,213.6,77
750,100022,100016,L23_pyr,L23_pyr,L2/3,233.4,229.8,73.3,233
751,100228,100227,basket,basket,L5,153.5,540.3,2.1,121
752,100087,100025,L23_pyr,L23_pyr,L2/3,101.4,228.6,167.8,279
753,100063,100272,L23_pyr,martinotti,L2/3,40.0,222.3,200.0,73
754,100144,100188,L4_exc,L5_pyr,L5,325.0,540.2,159.2,40
755,100096,100085,L4_exc,L23_pyr,L2/3,52.4,317.1,71.6,214
756,100072,100021,L23_pyr,L23_pyr,L2/3,77.9,239.6,116.3,253
757,100146,100249,L4_exc,basket,L4,196.6,467.1,27.6,91
758,100210,100102,L5_pyr,L4_exc,L4,76.4,291.6,99.1,415
759,100271,100152,martinotti,L4_exc,L4,23.3,421.9,121.3,210
760,100175,100182,L5_pyr,L5_pyr,L5,217.1,679.2,44.8,151
761,100114,100036,L4_exc,L23_pyr,L2/3,224.5,106.1,24.6,392
762,100273,100072,martinotti,L23_pyr,L2/3,276.2,239.1,303.4,307
763,100103,100274,L4_exc,martinotti,L2/3,239.0,218.8,117.2,207
764,100217,100156,L5_pyr,L4_exc,L4,76.7,385.1,86.9,81
765,100281,100226,martinotti,basket,L4,9.3,347.4,-21.4,162
766,100075,100206,L23_pyr,L5_pyr,L5,109.6,475.9,115.4,88
767,100259,100201,basket,L5_pyr,L5,254.6,540.2,257.1,120
768,100251,100046,basket,L23_pyr,L2/3,232.7,209.7,132.0,225
769,100162,100197,L5_pyr,L5_pyr,L5,128.0,620.9,54.1,233
770,100082,100054,L23_pyr,L23_pyr,L2/3,177.5,124.1,158.9,101
771,100111,100233,L4_exc,basket,L2/3,193.8,128.2,342.8,242
772,100145,100173,L4_exc,L5_pyr,L5,11.4,601.9,250.5,257
773,100175,100228,L5_pyr,basket,L5,114.1,669.7,37.4,109
774,100294,100193,vip,L5_pyr,L5,318.9,673.8,302.8,182
775,100141,100281,L4_exc,martinotti,L4,5.6,434.7,146.1,70
776,100206,100027,L5_pyr,L23_pyr,L2/3,20.6,326.2,158.0,212
777,100168,100209,L5_pyr,L5_pyr,L5,122.2,615.3,212.2,100
778,100066,100135,L23_pyr,L4_exc,L4,241.4,444.4,45.2,147
779,100175,100260,L5_pyr,basket,L4,167.0,383.6,241.4,314
780,100112,100127,L4_exc,L4_exc,L4,147.7,381.6,23.2,305
781,100046,100239,L23_pyr,basket,L2/3,111.7,155.6,275.2,438
782,100282,100005,martinotti,L23_pyr,L2/3,272.9,207.8,186.5,236
783,100236,100217,basket,L5_pyr,L5,62.3,484.2,173.6,274
784,100154,100127,L4_exc,L4_exc,L4,130.1,384.9,58.6,194
785,100055,100021,L23_pyr,L23_pyr,L2/3,115.6,234.1,125.6,390
786,100198,100144,L5_pyr,L4_exc,L4,276.0,316.4,193.6,187
787,100245,100055,basket,L23_pyr,L2/3,62.9,98.7,184.9,187
788,100055,100120,L23_pyr,L4_exc,L4,194.7,372.9,197.0,108
789,100280,100160,martinotti,L4_exc,L4,258.8,292.6,122.0,501
790,100053,100220,L23_pyr,L5_pyr,L5,254.8,596.9,137.9,151
791,100262,100108,martinotti,L4_exc,L4,164.8,402.1,114.0,310
792,100111,100286,L4_exc,vip,L5,165.3,577.1,112.7,189
793,100193,100286,L5_pyr,vip,L5,233.1,545.7,111.5,98
794,100133,100267,L4_exc,martinotti,L2/3,128.2,152.1,42.8,412
795,100077,100072,L23_pyr,L23_pyr,L2/3,297.8,213.2,317.9,304
796,100036,100141,L23_pyr,L4_exc,L4,234.1,365.1,221.5,79
797,100151,100184,L4_exc,L5_pyr,L5,108.2,589.7,72.5,392
798,100141,100014,L4_exc,L23_pyr,L2/3,-19.5,308.5,216.0,164
799,100222,100159,basket,L4_exc,L4,325.1,321.2,285.7,204
800,100193,100186,L5_pyr,L5_pyr,L5,96.3,655.8,179.7,20
801,100026,100018,L23_pyr,L23_pyr,L2/3,285.6,149.0,260.7,162
802,100006,100258,L23_pyr,basket,L2/3,191.7,140.6,27.0,133
803,100175,100194,L5_pyr,L5_pyr,L5,190.2,544.1,116.2,78
804,100075,100168,L23_pyr,L5_pyr,L5,43.0,550.3,248.3,129
805,100210,100147,L5_pyr,L4_exc,L4,143.8,354.7,173.8,270
806,100040,100018,L23_pyr,L23_pyr,L2/3,296.5,126.1,288.2,130
807,100142,100095,L4_exc,L4_exc,L4,190.0,420.9,278.4,471
808,100290,100202,vip,L5_pyr,L5,115.6,471.5,261.6,277
809,100202,100084,L5_pyr,L23_pyr,L2/3,143.8,174.4,60.3,503
810,100075,100300,L23_pyr,vip,L2/3,117.0,81.0,65.4,150
811,100011,100281,L23_pyr,martinotti,L4,25.3,443.1,162.9,155
812,100047,100059,L23_pyr,L23_pyr,L2/3,87.7,218.4,228.7,118
813,100193,100209,L5_pyr,L5_pyr,L5,118.5,571.8,187.3,93
814,100285,100126,martinotti,L4_exc,L4,43.8,401.5,3.4,493
815,100282,100056,martinotti,L23_pyr,L2/3,-27.3,196.6,205.5,179
816,100134,100179,L4_exc,L5_pyr,L5,122.0,554.3,298.5,139
817,100214,100108,L5_pyr,,L4,184.9,410.0,87.5,191
818,100272,100117,martinotti,L4_exc,L4,59.4,350.3,232.0,349
819,100139,100116,L4_exc,L4_exc,L4,118.2,363.8,9.4,179
820,100198,100184,L5_pyr,L5_pyr,L5,153.6,546.8,55.2,289
821,100003,100247,L23_pyr,basket,L2/3,27.9,108.6,16.1,72
822,100095,100126,L4_exc,L4_exc,L4,126.3,394.9,10.4,270
823,100247,100002,basket,L23_pyr,L2/3,62.2,164.5,226.4,261
824,100250,100083,basket,L23_pyr,L2/3,249.8,238.1,63.6,280
825,100259,100252,basket,basket,L4,72.4,379.2,191.9,312
826,100255,100134,basket,L4_exc,L4,215.5,483.8,275.4,356
827,100271,100254,martinotti,basket,L4,253.1,411.8,243.5,380
828,100096,100220,L4_exc,L5_pyr,L5,288.4,574.9,106.2,314
829,100219,100291,L5_pyr,vip,L4,299.8,398.8,70.4,87
830,100198,100228,L5_pyr,basket,L5,111.4,679.7,98.3,144
831,100292,100120,vip,L4_exc,L4,241.5,448.6,155.6,127
832,100279,100117,martinotti,L4_exc,L4,79.0,347.0,187.5,108
833,100071,100251,L23_pyr,basket,L2/3,210.7,108.8,223.6,556
834,100010,100293,L23_pyr,vip,L4,330.3,390.5,196.4,93
835,100005,100151,L23_pyr,L4_exc,L4,1.0,427.8,88.2,350
836,100293,100098,vip,L4_exc,L4,283.6,403.5,203.5,345
837,100176,100116,L5_pyr,L4_exc,L4,75.1,392.5,25.7,869
838,100180,100127,L5_pyr,L4_exc,L4,144.2,372.0,61.4,204
839,100226,100287,basket,vip,L4,240.4,343.2,30.6,524
840,100214,100067,L5_pyr,L23_pyr,L2/3,78.0,250.6,104.4,216
841,100075,100005,L23_pyr,L23_pyr,L2/3,209.5,201.9,160.5,96
842,100281,100105,martinotti,L4_exc,L4,98.7,325.0,206.2,53
843,100170,100275,L5_pyr,martinotti,L5,292.2,492.7,182.7,431
844,100046,100155,L23_pyr,L4_exc,L4,245.5,359.0,72.5,233
845,100016,100087,L23_pyr,L23_pyr,L2/3,270.3,221.2,44.9,245
846,100109,100073,L4_exc,L23_pyr,L2/3,125.8,272.7,231.0,99
847,100201,100144,L5_pyr,L4_exc,L4,300.1,356.4,193.1,161
848,100143,100294,L4_exc,vip,L5,203.3,518.4,239.9,89
849,100261,100176,martinotti,L5_pyr,L5,310.2,589.0,164.4,257
850,100116,100126,L4_exc,L4_exc,L4,127.4,416.3,-0.6,150
851,100073,100037,L23_pyr,L23_pyr,L2/3,184.6,175.5,98.7,82
852,100115,100064,L4_exc,L23_pyr,L2/3,255.7,265.9,308.8,114
853,100050,100046,L23_pyr,L23_pyr,L2/3,222.9,202.4,133.0,105
854,100297,100052,vip,L23_pyr,L2/3,274.5,253.7,107.4,242
855,100157,100213,L4_exc,L5_pyr,L5,43.7,523.5,75.3,342
856,100020,100260,L23_pyr,basket,L4,185.6,337.7,293.6,177
857,100242,100128,basket,L4_exc,L4,237.2,312.4,197.1,248
858,100191,100036,L5_pyr,L23_pyr,L2/3,200.3,163.2,6.6,103
859,100186,100190,L5_pyr,L5_pyr,L5,270.5,508.1,187.5,174
860,100276,100180,martinotti,L5_pyr,L5,213.0,526.9,195.3,510
861,100070,100244,L23_pyr,basket,L2/3,15.3,275.1,75.9,114
862,100091,100261,L4_exc,martinotti,L5,156.9,600.9,113.0,409
863,100136,100065,L4_exc,L23_pyr,L2/3,226.4,249.7,13.7,268
864,100060,100225,L23_pyr,basket,L4,203.7,388.1,281.7,164
865,100265,100215,martinotti,L5_pyr,L5,9.0,593.2,243.8,1420
866,100163,100241,L5_pyr,basket,L5,285.8,691.2,210.1,208
867,100106,100098,L4_exc,L4_exc,L4,293.2,402.6,142.2,57
868,100206,100064,L5_pyr,L23_pyr,L2/3,248.9,282.4,266.7,270
869,100204,100290,L5_pyr,vip,L5,16.5,520.7,184.3,347
870,100221,100115,basket,L4_exc,L4,207.8,375.2,271.4,258
871,100239,100118,basket,L4_exc,L4,105.4,334.3,248.8,241
872,100156,100135,L4_exc,L4_exc,L4,208.3,415.2,11.2,245
873,100277,100197,martinotti,L5_pyr,L5,128.0,641.9,71.8,190
874,100193,100161,L5_pyr,L5_pyr,L5,183.7,554.1,156.8,143
875,100245,100145,basket,L4_exc,L4,102.1,295.9,-19.7,496
876,100036,100049,L23_pyr,L23_pyr,L2/3,-12.0,179.3,76.4,129
877,100285,100208,martinotti,L5_pyr,L5,267.0,619.2,98.8,102
878,100094,100139,L4_exc,L4_exc,L4,250.1,417.5,209.2,59
879,100074,100038,L23_pyr,L23_pyr,L2/3,82.3,213.7,134.0,208
880,100124,100033,L4_exc,L23_pyr,L2/3,5.3,245.1,221.8,190
881,100243,100165,basket,L5_pyr,L5,139.8,448.6,263.4,178
882,100114,100102,L4_exc,L4_exc,L4,74.0,325.5,84.9,232
883,100173,100025,L5_pyr,L23_pyr,L2/3,174.1,235.4,178.1,204
884,100268,100138,martinotti,L4_exc,L4,311.6,347.8,166.3,313
885,100189,100259,L5_pyr,basket,L5,303.9,694.0,208.2,225
886,100072,100291,L23_pyr,vip,L4,313.2,345.9,83.5,131
887,100299,100108,vip,L4_exc,L4,188.7,356.1,93.1,201
888,100248,100287,basket,vip,L4,222.9,313.5,31.6,166
889,100053,100244,L23_pyr,basket,L2/3,7.3,259.3,95.8,172
890,100094,100062,L4_exc,L23_pyr,L2/3,52.8,195.3,109.7,153
891,100182,100248,L5_pyr,basket,L2/3,218.0,316.3,101.3,309
892,100158,100141,L4_exc,L4_exc,L4,192.4,333.0,211.9,139
893,100081,100157,L23_pyr,,L4,170.4,287.9,64.7,313
894,100077,100039,L23_pyr,L23_pyr,L2/3,333.2,218.2,209.3,174
895,100254,100039,basket,L23_pyr,L2/3,279.2,312.2,212.1,281
896,100014,100256,L23_pyr,basket,L2/3,8.0,291.2,304.9,114
897,100112,100281,L4_exc,martinotti,L4,49.2,445.8,142.9,101
898,100065,100260,L23_pyr,basket,L4,171.6,360.9,302.7,212
899,100204,100238,L5_pyr,basket,L4,143.6,404.4,248.2,93
900,100173,100263,L5_pyr,martinotti,L4,-14.4,384.0,199.0,281
901,100162,100043,L5_pyr,L23_pyr,L2/3,171.9,183.0,110.9,171
902,100216,100261,L5_pyr,martinotti,L5,172.6,578.6,77.7,62
903,100121,100227,L4_exc,basket,L5,121.9,494.3,16.0,520
904,100085,100252,L23_pyr,basket,L4,147.6,324.2,213.4,189
905,100011,100089,L23_pyr,L23_pyr,L2/3,65.8,91.4,164.4,59
906,100033,100121,L23_pyr,L4_exc,L4,229.1,351.1,285.6,306
907,100182,100283,L5_pyr,martinotti,L5,59.3,463.1,179.6,224
908,100045,100012,L23_pyr,L23_pyr,L2/3,121.2,170.7,172.4,236
909,100214,100224,L5_pyr,basket,L5,61.0,559.1,63.9,147
910,100267,100109,martinotti,,L4,81.9,388.9,201.1,177
911,100150,100114,L4_exc,L4_exc,L4,64.1,373.3,278.5,139
912,100162,100285,L5_pyr,martinotti,L5,146.7,649.6,-17.9,383
913,100058,100019,L23_pyr,L23_pyr,L2/3,121.9,128.7,307.7,140
914,100217,100134,L5_pyr,L4_exc,L4,190.5,414.5,235.0,268
915,100225,100064,basket,L23_pyr,L2/3,291.0,266.1,265.8,229
916,100300,100037,vip,L23_pyr,L2/3,191.1,243.0,57.7,502
917,100080,100059,L23_pyr,L23_pyr,L2/3,19.1,178.5,270.6,256
918,100019,100243,L23_pyr,basket,L2/3,22.6,241.1,45.6,170
919,100126,100229,L4_exc,basket,L2/3,275.9,208.8,119.0,298
920,100114,100051,L4_exc,L23_pyr,L2/3,53.8,113.1,198.6,100
921,100148,100080,L4_exc,L23_pyr,L2/3,99.7,127.4,208.1,123
922,100269,100186,martinotti,L5_pyr,L5,118.9,645.3,92.9,220
923,100157,100262,L4_exc,martinotti,L2/3,173.4,239.3,39.6,64
924,100099,100119,L4_exc,L4_exc,L4,228.0,399.4,86.6,124
925,100137,100232,L4_exc,basket,L2/3,238.7,229.9,104.3,217
926,100235,100268,basket,martinotti,L4,161.3,316.3,132.8,319
927,100169,100110,L5_pyr,L4_exc,L4,189.1,423.0,151.8,78
928,100241,100202,basket,L5_pyr,L5,88.5,489.6,260.2,661
929,100095,100238,L4_exc,basket,L4,50.4,391.6,258.8,109
930,100033,100034,L23_pyr,L23_pyr,L2/3,265.9,254.5,144.1,288
931,100223,100195,basket,L5_pyr,L5,155.8,705.0,111.0,161
932,100086,100274,L23_pyr,martinotti,L2/3,276.2,144.3,125.0,77
933,100150,100288,L4_exc,vip,L5,54.4,458.0,201.7,268
934,100029,100244,L23_pyr,basket,L2/3,71.5,283.6,93.6,288
935,100157,100298,L4_exc,vip,L4,241.7,290.7,246.7,163
936,100041,100136,L23_pyr,L4_exc,L4,286.2,429.9,227.4,246
937,100048,100280,L23_pyr,martinotti,L2/3,111.7,151.3,23.4,189
938,100298,100137,vip,,L4,50.4,407.3,275.7,183
939,100167,100252,L5_pyr,basket,L4,138.7,357.6,179.0,75
940,100067,100235,L23_pyr,basket,L5,31.2,498.3,204.8,476
941,100244,100002,basket,L23_pyr,L2/3,45.6,186.5,254.8,183
942,100054,100006,L23_pyr,L23_pyr,L2/3,231.4,169.0,208.8,280
943,100085,100201,L23_pyr,L5_pyr,L5,279.2,488.0,243.0,224
944,100036,100295,L23_pyr,vip,L2/3,67.6,323.9,167.6,369
945,100212,100064,L5_pyr,L23_pyr,L2/3,287.4,261.7,263.1,137
946,100227,100037,basket,L23_pyr,L2/3,145.2,196.5,47.4,145
947,100295,100033,vip,L23_pyr,L2/3,30.0,244.0,245.9,131
948,100001,100237,L23_pyr,basket,L5,25.0,548.4,129.5,67
949,100154,100280,L4_exc,martinotti,L2/3,141.1,82.7,-4.6,373
950,100227,100230,basket,basket,L5,179.4,609.6,255.7,190
951,100076,100242,L23_pyr,basket,L4,207.3,328.7,216.0,153
952,100124,100137,L4_exc,L4_exc,L4,34.7,451.1,304.0,118
953,100063,100208,L23_pyr,,L5,293.0,655.3,63.1,186
954,100195,100100,L5_pyr,L4_exc,L4,300.7,379.7,244.5,100
955,100165,100183,L5_pyr,L5_pyr,L5,159.2,519.0,181.1,153
956,100249,100022,basket,L23_pyr,L2/3,134.4,231.5,43.9,265
957,100200,100283,L5_pyr,martinotti,L5,64.2,490.8,100.4,221
958,100032,100063,L23_pyr,L23_pyr,L2/3,286.4,107.1,238.1,288
959,100129,100012,L4_exc,L23_pyr,L2/3,128.9,73.2,222.4,352
960,100043,100278,L23_pyr,martinotti,L2/3,227.2,260.6,220.3,117
961,100246,100058,basket,L23_pyr,L2/3,130.5,208.4,105.8,510
962,100073,100248,L23_pyr,basket,L2/3,209.3,263.2,73.9,87
963,100184,100209,L5_pyr,L5_pyr,L5,114.1,631.1,129.8,259
964,100174,100298,L5_pyr,vip,L4,250.8,322.9,260.1,111
965,100283,100118,martinotti,L4_exc,L4,88.9,413.4,248.6,648
966,100142,100128,L4_exc,L4_exc,L4,247.8,294.5,162.9,791
967,100289,100074,vip,L23_pyr,L2/3,230.6,223.6,303.6,147
968,100016,100292,L23_pyr,vip,L2/3,32.5,269.4,270.7,245
969,100032,100073,L23_pyr,L23_pyr,L2/3,124.0,309.0,243.5,181
970,100169,100158,L5_pyr,L4_exc,L4,30.6,381.3,133.7,126
971,100182,100274,L5_pyr,martinotti,L2/3,244.6,239.6,117.1,431
972,100004,100266,L23_pyr,martinotti,L5,276.1,525.0,109.0,118
973,100056,100065,L23_pyr,L23_pyr,L2/3,176.1,214.5,-15.1,357
974,100224,100237,basket,basket,L5,86.2,493.9,101.8,1058
975,100050,100294,L23_pyr,vip,L5,175.3,544.3,234.8,109
976,100192,100261,L5_pyr,martinotti,L5,133.8,632.1,101.2,146
977,100214,100018,L5_pyr,L23_pyr,L2/3,282.0,119.1,227.8,456
978,100168,100123,L5_pyr,L4_exc,L4,110.0,325.1,119.8,132
979,100193,100274,L5_pyr,martinotti,L2/3,231.5,199.1,102.7,97
980,100279,100270,martinotti,martinotti,L5,169.9,506.7,345.4,265
981,100037,100053,L23_pyr,L23_pyr,L2/3,204.4,214.0,176.7,316
982,100239,100050,basket,L23_pyr,L2/3,38.2,225.5,81.8,509
983,100284,100134,martinotti,L4_exc,L4,166.8,423.4,258.1,76
984,100129,100128,L4_exc,L4_exc,L4,255.4,276.4,207.7,145
985,100290,100150,vip,L4_exc,L4,95.7,399.9,166.2,241
986,100245,100117,basket,L4_exc,L4,65.1,333.1,199.2,607
987,100300,100232,vip,basket,L2/3,274.8,219.2,88.7,220
988,100280,100163,martinotti,L5_pyr,L5,197.3,504.4,132.9,172
989,100024,100240,L23_pyr,basket,L5,150.6,399.4,188.5,189
990,100248,100084,basket,L23_pyr,L2/3,128.8,182.5,56.0,1192
991,100129,100284,L4_exc,martinotti,L5,198.9,554.8,161.9,118
992,100088,100272,L23_pyr,martinotti,L2/3,45.5,203.8,245.3,124
993,100235,100236,basket,basket,L4,32.2,397.9,262.2,551
994,100019,100288,L23_pyr,vip,L5,97.4,428.5,204.7,134
995,100180,100139,L5_pyr,L4_exc,L4,318.8,424.6,178.5,305
996,100161,100285,L5_pyr,martinotti,L5,107.8,646.8,53.9,211
997,100218,100188,L5_pyr,L5_pyr,L5,213.3,545.0,131.7,199
998,100192,100276,L5_pyr,martinotti,L4,207.6,486.1,32.5,49
999,100275,100006,martinotti,L23_pyr,L2/3,227.7,155.0,194.8,236
1000,100036,100010,L23_pyr,L23_pyr,L2/3,233.1,217.6,224.9,395
1001,100052,100130,L23_pyr,L4_exc,L4,226.5,346.4,241.9,420
1002,100300,100048,vip,L23_pyr,L2/3,53.4,132.5,83.2,59
1003,100134,100137,L4_exc,L4_exc,L4,34.0,439.4,301.0,118
1004,100133,100153,L4_exc,L4_exc,L4,95.2,404.9,235.6,134
1005,100048,100059,L23_pyr,L23_pyr,L2/3,36.5,204.2,244.7,55
1006,100123,100148,L4_exc,L4_exc,L4,220.2,275.8,223.4,118
1007,100048,100021,L23_pyr,L23_pyr,L2/3,80.5,209.1,97.1,147
1008,100145,100012,L4_exc,L23_pyr,L2/3,157.3,140.4,170.1,242
1009,100142,100291,L4_exc,vip,L4,275.5,388.2,21.0,157
1010,100216,100141,L5_pyr,L4_exc,L4,168.7,349.4,220.2,54
1011,100099,100046,L4_exc,L23_pyr,L2/3,204.5,205.4,103.3,182
1012,100231,100124,basket,L4_exc,L4,19.3,305.6,168.3,648
1013,100213,100030,L5_pyr,L23_pyr,L2/3,221.5,288.5,37.4,181
1014,100234,100103,basket,L4_exc,L4,116.6,299.0,244.1,553
1015,100145,100250,L4_exc,basket,L4,235.9,320.1,226.5,508
1016,100225,100136,basket,L4_exc,L4,272.0,370.7,207.2,122
1017,100112,100236,L4_exc,basket,L4,62.7,376.9,246.3,318
1018,100184,100148,L5_pyr,L4_exc,L4,199.6,329.3,199.4,133
1019,100291,100061,vip,L23_pyr,L2/3,243.0,268.2,130.9,314
1020,100282,100120,martinotti,L4_exc,L4,237.2,392.1,200.9,222
1021,100074,100015,L23_pyr,L23_pyr,L2/3,180.2,161.3,60.7,189
1022,100079,100023,L23_pyr,L23_pyr,L2/3,328.7,246.1,257.5,91
1023,100027,100048,L23_pyr,L23_pyr,L2/3,27.2,142.0,110.6,199
1024,100026,100233,L23_pyr,basket,L2/3,179.3,93.3,311.7,240
1025,100053,100294,L23_pyr,vip,L5,217.3,542.0,207.7,178
1026,100226,100032,basket,L23_pyr,L2/3,76.1,313.7,227.8,364
1027,100005,100071,L23_pyr,L23_pyr,L2/3,78.9,236.6,165.6,120
1028,100254,100188,basket,L5_pyr,L5,272.0,551.5,109.4,219
1029,100224,100184,basket,L5_pyr,L5,79.7,542.8,31.2,131
1030,100246,100043,basket,L23_pyr,L2/3,157.0,139.9,87.0,308
1031,100098,100293,L4_exc,vip,L4,308.0,386.3,222.8,167
1032,100182,100244,L5_pyr,basket,L2/3,30.3,311.6,89.3,410
1033,100151,100114,L4_exc,L4_exc,L4,61.1,317.0,243.8,80
1034,100070,100171,L23_pyr,L5_pyr,L5,152.6,530.5,223.6,64
1035,100021,100075,L23_pyr,L23_pyr,L2/3,91.4,267.9,307.1,65
1036,100147,100078,L4_exc,L23_pyr,L2/3,157.3,231.6,294.1,246
1037,100054,100037,L23_pyr,L23_pyr,L2/3,190.3,228.6,77.6,202
1038,100206,100122,L5_pyr,L4_exc,L4,318.9,390.8,45.3,172
1039,100260,100137,basket,L4_exc,L4,50.5,443.2,287.2,214
1040,100076,100236,L23_pyr,basket,L4,54.4,444.3,266.5,60
1041,100182,100184,L5_pyr,L5_pyr,L5,127.8,565.6,95.6,225
1042,100208,100223,L5_pyr,basket,L5,316.0,636.7,266.2,217
1043,100055,100075,L23_pyr,L23_pyr,L2/3,114.4,287.9,265.9,236
1044,100297,100072,vip,L23_pyr,L2/3,297.8,246.2,279.9,757
1045,100143,100044,L4_exc,L23_pyr,L2/3,249.2,243.4,223.7,49
1046,100160,100060,L4_exc,L23_pyr,L2/3,74.6,149.3,254.2,190
1047,100248,100147,basket,L4_exc,L4,186.1,367.8,142.1,304
1048,100180,100193,L5_pyr,L5_pyr,L5,279.7,671.7,279.2,79
1049,100236,100268,basket,martinotti,L4,183.7,298.5,179.3,443
1050,100110,100260,L4_exc,basket,L4,151.5,386.6,260.3,96
1051,100219,100187,L5_pyr,L5_pyr,L5,5.2,668.6,2.6,82
1052,100251,100055,basket,L23_pyr,L2/3,69.9,155.3,187.7,574
1053,100022,100258,L23_pyr,basket,L2/3,185.1,147.0,47.4,115
1054,100200,100244,L5_pyr,basket,L2/3,6.0,329.7,120.6,97
1055,100256,100063,basket,L23_pyr,L2/3,266.2,107.4,222.2,343
1056,100126,100193,L4_exc,L5_pyr,L5,275.3,682.3,298.6,52
1057,100054,100156,L23_pyr,L4_exc,L4,56.9,345.1,92.7,188
1058,100076,100236,L23_pyr,basket,L4,45.0,434.0,282.9,77
1059,100169,100113,L5_pyr,L4_exc,L4,120.2,397.1,135.1,673
1060,100130,100098,L4_exc,L4_exc,L4,296.9,394.2,174.4,167
1061,100277,100020,martinotti,L23_pyr,L2/3,149.2,144.7,123.7,119
1062,100018,100255,L23_pyr,basket,L4,245.6,351.5,75.8,84
1063,100124,100165,L4_exc,L5_pyr,L5,88.9,479.2,262.3,90
1064,100249,100115,basket,L4_exc,L4,185.9,388.7,299.9,230
1065,100240,100195,basket,L5_pyr,L5,100.9,691.6,73.7,299
1066,100093,100008,L4_exc,L23_pyr,L2/3,160.4,171.8,181.3,175
1067,100222,100119,basket,L4_exc,L4,208.1,383.3,110.0,456
1068,100270,100225,martinotti,basket,L4,224.0,362.6,313.6,231
1069,100070,100039,L23_pyr,L23_pyr,L2/3,317.1,283.2,219.7,182
1070,100203,100119,L5_pyr,L4_exc,L4,236.9,404.3,126.7,490
1071,100086,100067,L23_pyr,L23_pyr,L2/3,91.1,310.1,85.0,110
1072,100237,100090,basket,L23_pyr,L2/3,-22.2,265.1,265.9,329
1073,100166,100130,L5_pyr,L4_exc,L4,264.0,319.4,234.8,190
1074,100241,100209,basket,L5_pyr,L5,104.0,627.2,236.0,708
1075,100056,100055,L23_pyr,L23_pyr,L2/3,48.0,174.3,196.7,127
1076,100110,100294,L4_exc,vip,L5,235.8,576.7,286.6,285
1077,100233,100075,basket,,L2/3,126.0,269.9,304.3,411
1078,100093,100145,L4_exc,L4_exc,L4,142.4,294.7,17.2,329
1079,100250,100160,basket,L4_exc,L4,289.9,367.2,166.4,1226
1080,100260,100082,basket,L23_pyr,L2/3,115.9,248.5,135.6,151
1081,100107,100289,L4_exc,vip,L5,-19.1,631.0,152.2,130
1082,100031,100176,L23_pyr,L5_pyr,L5,305.5,590.3,181.6,186
1083,100087,100018,L23_pyr,L23_pyr,L2/3,328.9,152.8,227.2,368
1084,100246,100237,basket,basket,L5,86.7,459.7,106.0,184
1085,100014,100211,L23_pyr,L5_pyr,L5,154.5,702.9,147.8,85
1086,100150,100194,L4_exc,L5_pyr,L5,187.7,541.9,132.1,77
1087,100267,100015,martinotti,L23_pyr,L2/3,163.6,136.9,105.7,139
1088,100049,100002,L23_pyr,L23_pyr,L2/3,45.8,230.2,248.4,208
1089,100058,100263,L23_pyr,martinotti,L4,37.5,393.4,177.6,308
1090,100285,100126,martinotti,L4_exc,L4,58.3,403.8,-14.4,193
1091,100034,100275,L23_pyr,martinotti,L5,303.5,449.0,181.1,205
1092,100170,100219,L5_pyr,L5_pyr,L5,132.6,605.4,139.5,118
1093,100262,100119,martinotti,L4_exc,L4,283.1,408.5,119.5,212
1094,100133,100152,L4_exc,L4_exc,L4,30.8,380.7,66.5,180
1095,100295,100039,vip,L23_pyr,L2/3,256.6,265.5,197.2,194
1096,100086,100199,L23_pyr,L5_pyr,L5,123.7,621.2,40.4,152
1097,100262,100234,martinotti,basket,L4,209.4,300.5,32.2,129
1098,100167,100138,L5_pyr,L4_exc,L4,328.3,335.8,177.5,112
1099,100059,100066,L23_pyr,L23_pyr,L2/3,15.2,312.3,125.6,129
1100,100090,100272,L23_pyr,martinotti,L2/3,10.5,260.1,248.9,224
1101,100253,100003,basket,L23_pyr,L2/3,125.1,147.1,123.2,326
1102,100286,100235,vip,basket,L5,12.8,510.2,170.7,332
1103,100117,100109,L4_exc,L4_exc,L4,32.1,367.5,243.4,230
1104,100140,100246,L4_exc,basket,L2/3,210.4,128.5,133.5,350
1105,100011,100053,L23_pyr,L23_pyr,L2/3,243.4,272.3,216.5,281
1106,100092,100161,L4_exc,L5_pyr,L5,194.5,563.8,172.5,288
1107,100288,100187,vip,L5_pyr,L5,3.1,622.5,118.0,95
1108,100014,100141,L23_pyr,L4_exc,L4,199.0,299.5,230.4,117
1109,100298,100119,vip,L4_exc,L4,214.6,410.8,125.7,180
1110,100292,100025,vip,L23_pyr,L2/3,143.0,257.4,136.7,171
1111,100106,100017,L4_exc,L23_pyr,L2/3,100.8,192.3,68.1,178
1112,100254,100159,basket,L4_exc,L4,251.5,308.2,302.9,333
1113,100120,100194,L4_exc,L5_pyr,L5,234.5,554.7,108.5,88
1114,100249,100232,basket,basket,L2/3,276.3,205.8,124.5,430
1115,100125,100225,L4_exc,basket,L4,231.0,399.6,271.9,251
1116,100282,100248,martinotti,basket,L2/3,273.5,313.1,90.6,312
1117,100261,100217,martinotti,L5_pyr,L5,92.8,499.8,152.9,383
1118,100113,100269,L4_exc,martinotti,L5,-0.7,516.3,274.5,232
