10.1007/s00138-020-01060-x	Deep learning in medical image registration: a survey	Machine Vision and Applications	The establishment of image correspondence through robust image registration is critical to many clinical tasks such as image fusion, organ atlas creation, and tumor growth monitoring and is a very challenging problem. Since the beginning of the recent deep lea
10.1101/2024.12.17.628883	What makes human cortical pyramidal neurons functionally complex		Abstract Humans exhibit unique cognitive abilities within the animal kingdom, but the neural mechanisms driving these advanced capabilities remain poorly understood. Human cortical neurons differ from those of other species, such as rodents, in both their morp
10.1371/journal.pcbi.1005078	Higher-Order Synaptic Interactions Coordinate Dynamics in Recurrent Networks	PLoS Comput. Biol.	Linking synaptic connectivity to dynamics is key to understanding information processing in neocortex. Circuit dynamics emerge from complex interactions of interconnected neurons, necessitating that links between connectivity and dynamics be evaluated at the n
10.64898/2026.08.01.742159	Physics-Guided Neural Reconstruction of Cellular Membranes for 3D Electron Microscopy	bioRxiv	With advances in three-dimensional electron microscopy modalities, quantitative characterization of membrane ultrastructure has emerged as an approach to interrogate how organization of proteins and other components around the membrane drive structure and func
10.7554/elife.40042	A high-throughput neurohistological pipeline for brain-wide mesoscale connectivity mapping of the common marmoset	bioRxiv	Understanding the connectivity architecture of entire vertebrate brains is a fundamental but difficult task. MRI based methods offer whole brain coverage, but remain indirect in the approach to connectivity mapping. Recent progress has been made in directly ma
10.1002/syn.22189	Two Types of Somatic Spines Provide Sites for Intercellular Signaling During Calyx of Held Growth and Maturation	Synapse	Dendritic spines have been described in developing and mature systems, but similar extensions from cell bodies are less studied. We utilized electron microscopy image volumes, uniquely collected across a range of early postnatal and month‐old mice, to characte
10.1007/s00429-019-01842-8	Synaptic mechanisms underlying the intense firing of neocortical layer 5B pyramidal neurons in response to cortico-cortical inputs	Brain Structure and Function	In the neocortex, large layer 5B pyramidal neurons implement a high-density firing code. In contrast, other subtypes of pyramidal neurons, including those in layer 2/3, are functionally characterized by their sparse firing rate. Here, we investigate the synapt
10.1016/j.jphysparis.2006.09.001	Cortical network modeling: analytical methods for firing rates and some properties of networks of LIF neurons.	Journal of Physiology - Paris	The circuitry of cortical networks involves interacting populations of excitatory (E) and inhibitory (I) neurons whose relationships are now known to a large extent. Inputs to E- and I-cells may have their origins in remote or local cortical areas. We consider
10.1038/ncomms7323	The NCA sodium leak channel is required for persistent motor circuit activity that sustains locomotion	Nature Communications	Persistent neural activity, a sustained circuit output that outlasts the stimuli, underlies short-term or working memory, as well as various mental representations. Molecular mechanisms that underlie persistent activity are not well understood. Combining in si
10.1523/jneurosci.2909-15.2016	Top-Down-Mediated Facilitation in the Visual Cortex Is Gated by Subcortical Neuromodulation	Journal of Neuroscience	Response properties in primary sensory cortices are highly dependent on behavioral state. For example, the nucleus basalis of the forebrain plays a critical role in enhancing response properties of excitatory neurons in primary visual cortex (V1) during active
10.1038/srep23721	Conductive resins improve charging and resolution of acquired images in electron microscopic volume imaging	Scientific Reports	Recent advances in serial block-face imaging using scanning electron microscopy (SEM) have enabled the rapid and efficient acquisition of 3-dimensional (3D) ultrastructural information from a large volume of biological specimens including brain tissues. Howeve
10.7554/elife.31307	Local processing in neurites of VGluT3-expressing amacrine cells differentially organizes visual information	eLife	Neurons receive synaptic inputs on extensive neurite arbors. How information is organized across arbors and how local processing in neurites contributes to circuit function is mostly unknown. Here, we used two-photon Ca2+ imaging to study visual processing in 
10.1016/j.neures.2021.12.008	A non-canonical on-demand dopaminergic transmission underlying olfactory aversive learning.	Neurosciences research	Dopamine (DA) is involved in various brain functions including associative learning. However, it is unclear how a small number of DA neurons appropriately regulates various brain functions. DA neurons have a large number of release sites and release DA non-spe
10.1038/srep25350	Feature Adaptive Sampling for Scanning Electron Microscopy	Scientific Reports	A new method for the image acquisition in scanning electron microscopy (SEM) was introduced. The method used adaptively increased pixel-dwell times to improve the signal-to-noise ratio (SNR) in areas of high detail. In areas of low detail, the electron dose wa
10.1042/ebc20220136	Astrocyte heterogeneity and interactions with local neural circuits	Essays in Biochemistry	Abstract Astrocytes are ubiquitous within the central nervous system (CNS). These cells possess many individual processes which extend out into the neuropil, where they interact with a variety of other cell types, including neurons at synapses. Astrocytes are 
10.7554/elife.10719	Reward signal in a recurrent circuit drives appetitive long-term memory formation	eLife	Dopamine signals reward in animal brains. A single presentation of a sugar reward to Drosophila activates distinct subsets of dopamine neurons that independently induce short- and long-term olfactory memories (STM and LTM, respectively). In this study, we show
10.1016/j.mib.2018.01.001	Expanding horizons of cryo-tomography to larger volumes.	Current Opinion in Microbiology	The three dimensional ultrastructure of cells and tissues comes to light with tomography. There is an inherent tension between representing molecular detail at the highest possible resolution, on one hand, and visualizing spatial relations between large organe
10.1002/glia.20696	Confocal imaging and tracking of the exocytotic routes for D‐serine‐mediated gliotransmission	Glia	D‐Serine is an astrocyte‐derived regulator for N‐methyl‐D‐aspartate receptors, but the intracellular routes of its trafficking are still largely unknown. Here, we combined confocal microscopy with colocalization quantification to track the astrocytic organelle
10.1038/s41467-019-13142-0	Brain activity regulates loose coupling between mitochondrial and cytosolic Ca2+ transients	Nature Communications	Mitochondrial calcium ([Ca2+]mito) dynamics plays vital roles in regulating fundamental cellular and organellar functions including bioenergetics. However, neuronal [Ca2+]mito dynamics in vivo and its regulation by brain activity are largely unknown. By perfor
10.7554/elife.108159	Deep neural networks to register and annotate cells in moving and deforming nervous systems	eLife	Aligning and annotating the heterogeneous cell types that make up complex cellular tissues remains a major challenge in the analysis of biomedical imaging data. Here, we present a series of deep neural networks that allow for automatic non-rigid registration a
10.1017/s095252380001097x	The rod bipolar cell of the mammalian retina	Visual Neuroscience	Abstract Three approaches to study the function of mammalian rod bipolar cells are described. Extracellular recordings from the intact cat eye under light- and dark-adapted conditions showed that in dark-adapted retina all light responses can be blocked by 2-a
10.1126/sciadv.abj6815	Ancestral circuits for vertebrate color vision emerge at the first retinal synapse	Science Advances	In vivo recordings of cone photoreceptor outputs in a tetrachromate reveal efficient ancestral strategy for color processing.
10.1002/glia.22966	Dark microglia: A new phenotype predominantly associated with pathological states	Glia	The past decade has witnessed a revolution in our understanding of microglia. These immune cells were shown to actively remodel neuronal circuits, leading to propose new pathogenic mechanisms. To study microglial implication in the loss of synapses, the best p
10.1038/s41586-021-04191-x	Transforming representations of movement from body- to world-centric space	Nature	When an animal moves through the world, its brain receives a stream of information about the body’s translational velocity from motor commands and sensory feedback signals. These incoming signals are referenced to the body, but ultimately, they must be transfo
10.1371/journal.pone.0038173	The Song Must Go On: Resilience of the Songbird Vocal Motor Pathway	PLoS ONE	Stereotyped sequences of neural activity underlie learned vocal behavior in songbirds; principle neurons in the cortical motor nucleus HVC fire in stereotyped sequences with millisecond precision across multiple renditions of a song. The geometry of neural con
10.1093/bioinformatics/btt154	DP2: Distributed 3D image segmentation using micro-labor workforce	Bioinform.	Summary: This application note describes a new scalable semi-automatic approach, the Dual Point Decision Process, for segmentation of 3D structures contained in 3D microscopy. The segmentation problem is distributed to many individual workers such that each re
10.1371/journal.pone.0207828	Full reconstruction of large lobula plate tangential cells in Drosophila from a 3D EM dataset	PLoS ONE	With the advent of neurogenetic methods, the neural basis of behavior is presently being analyzed in more and more detail. This is particularly true for visually driven behavior of Drosophila melanogaster where cell-specific driver lines exist that, depending 
10.1093/cercor/bhg091	MEG tomography of human cortex and brainstem activity in waking and REM sleep saccades.	Cerebral Cortex	We recorded the magnetoencephalographic (MEG) signal from three subjects before, during and after eye movements cued to a tone, self-paced, awake and during rapid eye movement (REM) sleep. During sleep we recorded the MEG signal throughout the night together w
10.1038/nmeth0407-307	The rise of the 'projectome'	Nature Methods	
10.1038/srep00485	Optimal spike-based communication in excitable networks with strong-sparse and weak-dense links	Scientific Reports	The connectivity of complex networks and functional implications has been attracting much interest in many physical, biological and social systems. However, the significance of the weight distributions of network links remains largely unknown except for unifor
10.1016/j.neuron.2026.06.019	Neural traveling waves in cortex: Network mechanisms and potential roles in neural computation.	Neuron	First discovered in anesthetized animals, neural traveling waves (nTWs) have now been observed throughout the brains of awake animals, where they influence neural excitability and behavior. nTWs can arise intrinsically in ongoing network activity or be trigger
10.1016/0306-4522(93)90599-b	Synaptic contacts of serotonin-like immunoreactive and 5,7-dihydroxytryptamine-accumulating neurons in the anuran retina.	Neuroscience	The synapses of serotonin-like immunoreactive retinal neurons were studied in Bufo marinus and Xenopus laevis and those of 5,7-dihydroxytryptamine-labelled cells in Xenopus. Immunoreactivity to serotonin was mostly confined to amacrine cells. Synapses formed b
10.1016/j.cub.2022.09.048	Sleep Need-Dependent Changes in Functional Connectivity Facilitate Transmission of Homeostatic Sleep Drive	Current Biology	Summary How the homeostatic drive for sleep accumulates over time and is released remains poorly understood. In Drosophila, we previously identified the R5 ellipsoid body (EB) neurons as putative sleep drive neurons1 and recently described a mechanism by which
10.1038/nmeth.2485	Making sense of brain network data	Nature Methods	
10.1093/cercor/bhae174	The meso-connectomes of mouse, marmoset, and macaque: network organization and the emergence of higher cognition	Cerebral Cortex	Abstract The recent publications of the inter-areal connectomes for mouse, marmoset, and macaque cortex have allowed deeper comparisons across rodent vs. primate cortical organization. In general, these show that the mouse has very widespread, “all-to-all” int
10.1002/bies.201900088	Prominent Inhibitory Projections Guide Sensorimotor Computation: An Invertebrate Perspective.	Bioessays	From single-cell organisms to complex neural networks, all evolved to provide control solutions to generate context- and goal-specific actions. Neural circuits performing sensorimotor computation to drive navigation employ inhibitory control as a gating mechan
10.1038/s41467-021-22518-0	Democratising deep learning for microscopy with ZeroCostDL4Mic	Nature Communications	Deep Learning (DL) methods are powerful analytical tools for microscopy and can outperform conventional image processing pipelines. Despite the enthusiasm and innovations fuelled by DL technology, the need to access powerful and compatible resources to train D
10.1016/j.celrep.2018.10.029	Combined Positive and Negative Feedback Allows Modulation of Neuronal Oscillation Frequency during Sensory Processing.	Cell Reports	A key step in sensory information processing involves modulation and integration of neuronal oscillations in disparate frequency bands, a poorly understood process. Here, we investigate how top-down input causes frequency changes in slow oscillations during se
10.3109/01677063.2016.1166224	Connectome studies on Drosophila: a short perspective on a tiny brain	Journal of neurogenetics	The brain is a network of neurons, one that generates behaviour, and knowing the former is crucial to understanding the latter. Identifying the exact network of synaptic connections, or connectome, of the fly's central nervous system is now a major objective i
10.1016/j.neuron.2018.05.011	The organization of projections from olfactory glomeruli onto higher-order neurons	Neuron	Summary Each odorant receptor corresponds to a unique glomerulus in the brain. Projections from different glomeruli then converge in higher brain regions, but we do not understand the logic governing which glomeruli converge and which do not. Here we use two-p
10.1038/s41467-023-39303-w	Combinatorial encoding of odors in the mosquito antennal lobe	bioRxiv	Among the cues that a mosquito uses to find a host for blood-feeding, the smell of the host plays an important role. Previous studies have shown that host odors contain hundreds of chemical odorants, which are detected by different receptors on the peripheral 
10.1038/s42254-021-00326-1	Quantitative magnetic resonance imaging of brain anatomy and in vivo histology	Nature Reviews Physics	
10.1007/s10827-016-0623-7	Twenty years of ModelDB and beyond: Building essential modeling tools for the future of neuroscience	Journal of Computational Neuroscience	Neuron modeling may be said to have originated with the Hodgkin and Huxley action potential model in 1952 and Rall’s models of integrative activity of dendrites in 1964. Over the ensuing decades, these approaches have led to a massive development of increasing
10.1002/cne.24196	Comparative ultrastructural features of excitatory synapses in the visual and frontal cortices of the adult mouse and monkey	The Journal of comparative neurology	The excitatory glutamatergic synapse is the principal site of communication between cortical pyramidal neurons and their targets, a key locus of action of many drugs, and highly vulnerable to dysfunction and loss in neurodegenerative disease. A detailed knowle
10.1523/jneurosci.2660-04.2004	ATP Excites Interneurons and Astrocytes to Increase Synaptic Inhibition in Neuronal Networks	Journal of Neuroscience	We investigated the role of extracellular ATP at astrocytes and inhibitory GABAergic interneurons in the stratum radiatum area of the mouse hippocampus. We show that exogenously applied ATP increased astrocyte intracellular Ca2+ levels and depolarized all calb
10.1007/978-3-030-32239-7_26	Synapse-Aware Skeleton Generation for Neural Circuits	International Conference on Medical Imag	
10.1111/adb.12294	Rat‐strain dependent changes of dendritic and spine morphology in the hippocampus after cocaine self‐administration	Addiction Biology	Abstract We previously showed that cocaine self‐administration increases spine density in CA1 hippocampal neurons in Lewis (LEW) but not in Fischer 344 (F344) rats. Dendritic spine morphology is intimately related to its function. Thus, we conducted a 3D morph
10.1016/j.neubiorev.2015.09.020	Molecular regulation of dendritic spine dynamics and their potential impact on synaptic plasticity and neurological diseases.	Neuroscience and Biobehavioral Reviews	The structure and dynamics of dendritic spines reflect the strength of synapses, which are severely affected in different brain diseases. Therefore, understanding the ultra-structure, molecular signaling mechanism(s) regulating dendritic spine dynamics is cruc
10.1002/jemt.20239	Application of photoconversion technique for correlated confocal and ultrastructural studies in organotypic slice cultures	Microscopy research and technique (Print	Photoconversion of fluorescent staining into stable diaminobenzidine (DAB) precipitate is widely used for neuroanatomical and developmental studies. An important advantage of the approach is to make correlations between light and electron microscopy analyses p
10.1021/acsphotonics.1c00892	Optical Multilayer Interference Tomography Compatible with Tape-Based Serial SEM for Mesoscale Neuroanatomy	ACS Photonics	High Resolution Image Download MS PowerPoint Slide Understanding the complexity of animals’ behaviors and intellect relies on decoding the underlying structure and wiring diagram of their brains. Various imaging techniques have been developed to tackle this ch
10.1101/2025.06.19.660550	The functional morphology of hawkmoth lamina monopolar cells reveals mechanisms of spatial processing in insect motion vision	bioRxiv	Many animals strongly rely on their sense of vision, as it provides information about the natural world with particularly high dimensionality. In insects, the first visual processing stage of the brain, the lamina, plays an important role in parallel processin
10.1523/jneurosci.16-21-06713.1996	A SNARE Complex Containing Syntaxin 3 Is Present in Ribbon Synapses of the Retina	Journal of Neuroscience	In contrast to conventional synapses, which release neurotransmitter transiently, ribbon synapses formed by photoreceptors and bipolar cells of the retina release neurotransmitter continuously and modulate the rate in response to light. Both modes of release a
10.1038/s41593-024-01788-z	Integration across biophysical scales identifies molecular and cellular correlates of person-to-person variability in human brain connectivity	Nature Neuroscience	Brain connectivity arises from interactions across biophysical scales, ranging from molecular to cellular to anatomical to network level. To date, there has been little progress toward integrated analysis across these scales. To bridge this gap, from a unique 
10.1038/nature13427	Processing properties of ON and OFF pathways for Drosophila motion detection	Nature	The algorithms and neural circuits that process spatio-temporal changes in luminance to extract visual motion cues have been the focus of intense research. An influential model, the Hassenstein–Reichardt correlator, relies on differential temporal filtering of
10.1523/jneurosci.3426-14.2015	Diversity of Glutamatergic Synaptic Strength in Lateral Prefrontal versus Primary Visual Cortices in the Rhesus Monkey	Journal of Neuroscience	Understanding commonalities and differences in glutamatergic synaptic signaling is essential for understanding cortical functional diversity, especially in the highly complex primate brain. Previously, we have shown that spontaneous EPSCs differed markedly in 
10.1101/2021.11.02.466666	Montage electron tomography of vitrified specimens	bioRxiv	Cryo-electron tomography provides detailed views of macromolecules in situ. However, imaging a large field of view to provide more cellular context requires reducing magnification during data collection, which in turn restricts the resolution. To circumvent th
10.1038/eye.1997.230	Amacrine cells of the mammalian retina: Neurocircuitry and functional roles	Eye	Since amacrine cells are important interneurons of the inner retina and their activity may be detected in certain waveforms of the electroretinogram, this paper reviews their morphologies, classification, mosaics, neurotransmitter content, neural circuitry and
10.1101/2020.06.20.162818	Principles for coding associative memories in a compact neural network	bioRxiv	A major goal in neuroscience is to elucidate the principles by which memories are stored in a neural network. Here, we have systematically studied how the four types of associative memories (short- and long-term memories, each formed using positive and negativ
10.64898/2026.04.17.718957	Local gated-Hebbian learning of deep cerebellar networks with quadratic classification capacity	bioRxiv	A central goal of neuroscience is to understand how neural circuit architecture supports learning. While recent work has clarified the computational role of depth in sensory cortical hierarchies, it remains unclear why predominantly feedforward, non-convolutio
10.1016/j.neuron.2020.03.010	Visualization of a Distributed Synaptic Memory Code in the Drosophila Brain.	Neuron	During associative conditioning, animals learn which sensory cues are predictive for positive or negative conditions. Because sensory cues are encoded by distributed neurons, one has to monitor plasticity across many synapses to capture how learned information
10.1371/journal.pcbi.1007080	Propagation of orientation selectivity in a spiking network model of layered primary visual cortex	bioRxiv	We studied the propagation of orientation selectivity over layers in a model of rodent primary visual cortex in terms of the underlying connectivity. While significant progress has been made in measuring the activity in the different sub-populations as well as
10.1523/jneurosci.4274-14.2015	Mapping Synapses by Conjugate Light-Electron Array Tomography	Journal of Neuroscience	Synapses of the mammalian CNS are diverse in size, structure, molecular composition, and function. Synapses in their myriad variations are fundamental to neural circuit development, homeostasis, plasticity, and memory storage. Unfortunately, quantitative analy
10.1242/jeb.166710	The long and the short of it – a perspective on peptidergic regulation of circuits and behaviour	Journal of Experimental Biology	ABSTRACT Neuropeptides are the most diverse class of chemical modulators in nervous systems. They contribute to extensive modulation of circuit activity and have profound influences on animal physiology. Studies on invertebrate model organisms, including the f
10.1101/2021.03.01.433469	The Disease-Associated Proteins Drosophila Nab2 and Ataxin-2 Interact with Shared RNAs and Coregulate Neuronal Morphology	bioRxiv	Nab2 encodes a conserved polyadenosine RNA-binding protein (RBP) with broad roles in post-transcriptional regulation, including in poly(A) RNA export, poly(A) tail length control, transcription termination, and mRNA splicing. Mutation of the Nab2 human ortholo
10.1016/j.ceca.2017.08.009	Dynamics of surface neurotransmitter receptors and transporters in glial cells: Single molecule insights.	Cell Calcium	The surface dynamics of neurotransmitter receptors and transporters, as well as ion channels, has been well-documented in neurons, revealing complex molecular behaviour and key physiological functions. However, our understanding of the membrane trafficking and
10.1038/s41567-023-02332-9	Heavy-tailed neuronal connectivity arises from Hebbian self-organization	bioRxiv	The strengths of connections in networks of neurons are heavy-tailed, with some neurons connected much more strongly than most. Now a simple network model can explain how this heavy-tailed connectivity emerges across four different species. The connections in 
10.64898/2026.06.05.730527	Dynamic trajectory cues drive sequenced integration in approach detectors	bioRxiv	Detecting approaching objects is essential for survival, and studies across animals have identified neurons and circuits selective for objects that grow in size over time, a hallmark of visual approach. However, approach as a physical process generates a rich 
10.1080/01677063.2020.1802723	Plasticity of pheromone-mediated avoidance behavior in C. elegans	Journal of neurogenetics	Abstract Caenorhabditis elegans secretes a complex cocktail of small chemicals collectively called ascaroside pheromones which serves as a chemical language for intra-species communication. Subsets of ascarosides have been shown to mediate a broad spectrum of 
10.1038/nn.3682	Spine neck plasticity regulates compartmentalization of synapses	Nature Neuroscience	Dendritic spines have been proposed to transform synaptic signals through chemical and electrical compartmentalization. However, the quantitative contribution of spine morphology to synapse compartmentalization and its dynamic regulation are still poorly under
10.1152/jn.00845.2009	Statistical comparison of spike responses to natural stimuli in monkey area V1 with simulated responses of a detailed laminar network model for a patc	Journal of Neurophysiology	A major goal of computational neuroscience is the creation of computer models for cortical areas whose response to sensory stimuli resembles that of cortical areas in vivo in important aspects. It is seldom considered whether the simulated spiking activity is 
10.1016/j.cobeha.2024.101437	Dynamics of neural activity in early nervous system evolution	Current Opinion in Behavioral Sciences	New techniques for largescale neural recordings from diverse animals are reshaping comparative systems neuroscience. This growth necessitates fresh conceptual paradigms for comparing neural circuits and activity patterns. Here, we take a systems neuroscience a
10.1016/j.cell.2021.11.037	BRAIN 2.0: Transforming neuroscience.	Cell	The NIH BRAIN Initiative is entering a new phase. Three large new projects-a comprehensive human brain cell atlas, a whole mammalian brain microconnectivity map, and tools for precision access to brain cell types-promise to transform neuroscience research and 
10.1016/j.cub.2024.07.056	Light and dopamine impact two circadian neurons to promote morning wakefulness	Current Biology	Summary In both mammals and flies, circadian brain neurons orchestrate physiological oscillations and behaviors like wake and sleep; these neurons can be subdivided by morphology and by gene expression patterns. Recent single-cell sequencing studies identified
10.1101/2020.09.15.298091	Development and Comparative Evaluation of Endolysosomal Proximity Labeling-Based Proteomic Methods in Human iPSCDerived Neurons	bioRxiv	Proximity-based in situ labeling techniques offer a unique way to capture both stable and transient protein-protein and protein-organelle interactions. Combining this technology with mass spectrometry (MS)-based proteomics allows us to obtain snapshots of mole
10.1073/pnas.1616163114	Universal transition from unstructured to structured neural maps	Proceedings of the National Academy of S	Significance To save wiring, neurons in the brain that are connected to one another should be located in close vicinity. We use computational models based on multidimensional scaling to explore the implications of this simple premise regarding the organization
10.1016/j.cell.2007.01.040	Comprehensive Maps of Drosophila Higher Olfactory Centers: Spatially Segregated Fruit and Pheromone Representation	Cell	Summary In Drosophila, ∼50 classes of olfactory receptor neurons (ORNs) send axons to 50 corresponding glomeruli in the antennal lobe. Uniglomerular projection neurons (PNs) relay olfactory information to the mushroom body (MB) and lateral horn (LH). Here, we 
10.1109/xloop51963.2020.00008	Toward an Automated HPC Pipeline for Processing Large Scale Electron Microscopy Data	Annual Workshop on Large-scale Experimen	We present a fully modular and scalable software pipeline for processing electron microscope (EM) images of brain slices into 3D visualization of individual neurons and demonstrate an end-to-end segmentation of a large EM volume using a supercomputer. Our pipe
10.1152/jn.00665.2014	Serotonin differentially modulates Ca2+ transients and depolarization in a C. elegans nociceptor.	Journal of Neurophysiology	Monoamines and neuropeptides modulate neuronal excitability and synaptic strengths, shaping circuit activity to optimize behavioral output. In C. elegans, a pair of bipolar polymodal nociceptors, the ASHs, sense 1-octanol to initiate escape responses. In the p
10.1103/66wj-xhlg	Field-theoretic approach to compartmental neuronal networks: Impact of dendritic calcium spike-dependent bursting	PRX Life	Neurons are spatially extended cells; different parts of a neuron have specific voltage dynamics. Important types of neurons even generate different spikes in different parts of the cell. Neurons'inputs are also often spatially compartmentalized, with differen
10.1371/journal.pone.0287174	Membrane potential dynamics of excitatory and inhibitory neurons in mouse barrel cortex during active whisker sensing	bioRxiv	Neocortical neurons can increasingly be divided into well-defined classes, but their activity patterns during quantified behavior remain to be fully determined. Here, we obtained membrane potential recordings from various classes of excitatory and inhibitory n
10.1002/advs.202504468	Near‐Freezing‐Temperature Golgi Neuronal Staining for X‐ray Imaging of Human Brain	Advancement of science	Achieving detailed neuronal structural information in large‐volume brain tissue has been a longstanding challenge in human brain imaging. A key obstacle arises from the trade‐off between staining efficiency and tissue autolysis. Traditional Golgi staining, typ
10.1113/jp282758	Logarithmically scaled, gamma distributed neuronal spiking	Journal of Physiology	Naturally log‐scaled quantities abound in the nervous system. Distributions of these quantities have non‐intuitive properties, which have implications for data analysis and the understanding of neural circuits. Here, we review the log‐scaled statistics of neur
10.1101/2021.05.12.443860	Variable brain wiring through scalable and relative synapse formation in Drosophila	bioRxiv	Variability of synapse numbers and partners despite identical genes reveals limits of genetic determinism. Non-genetic perturbation of brain wiring can therefore reveal to what extent synapse formation is precise and absolute, or promiscuous and relative. Here
10.1016/j.cell.2015.09.029	Reconstruction and Simulation of Neocortical Microcircuitry.	Cell	UNLABELLED We present a first-draft digital reconstruction of the microcircuitry of somatosensory cortex of juvenile rat. The reconstruction uses cellular and synaptic organizing principles to algorithmically reconstruct detailed anatomy and physiology from sp
10.1016/0006-8993(88)90721-4	Synapses from bipolar cells onto dopaminergic amacrine cells in cat and rabbit retinas.	Brain Research	Dopaminergic amacrine cells in the vertebrate retina have long been characterized as 'interamacrine' as they were only found to be pre- and postsynaptic to other amacrine cells. Immunohistochemistry with antibodies directed against tyrosine hydroxylase (TH) re
10.1016/j.isci.2026.115011	Bipolar cell networks underlying steady-state intensity encoding in intrinsically photosensitive retinal ganglion cells	iScience	Summary Intrinsically photosensitive retinal ganglion cells (ipRGCs) encode ambient light intensity at steady-state and drive physiology even in the absence of melanopsin, but the synaptic basis of such encoding remains unclear. Using ultrastructural reconstru
10.3389/fnana.2015.00159	PyramidalExplorer: A New Interactive Tool to Explore Morpho-Functional Relations of Human Pyramidal Neurons	Frontiers in Neuroanatomy	This work presents PyramidalExplorer, a new tool to interactively explore and reveal the detailed organization of the microanatomy of pyramidal neurons with functionally related models. It consists of a set of functionalities that allow possible regional diffe
10.64898/2026.03.04.709687	Mitochondria Organize Gap Junctions to Enable Neural Circuit Scaling	bioRxiv	Neural circuits must maintain function during dramatic growth-driven expansion. While chemical synapses can be independently reorganized in pre- and postsynaptic neurons, gap junctions physically couple partner cells, requiring coordinated spatial redistributi
10.1002/(sici)1096-9861(19961216)376:3<343::aid-cne1>3.0.co;2-2	Neurochemical architecture of the normal and degenerating rat retina	The Journal of comparative neurology	We used post-embedding immunocytochemistry to determine the cellular localization of glutamate, gamma-amino butyric acid (GABA), glycine, aspartate, glutamine, arginine, and taurine in the normal and degenerating rat retina. Müller's cell function was also eva
10.1117/1.nph.5.4.045004	Fully automated dual-resolution serial optical coherence tomography aimed at diffusion MRI validation in whole mouse brains	Neurophotonics	Abstract. An automated dual-resolution serial optical coherence tomography (2R-SOCT) scanner is developed. The serial histology system combines a low-resolution (25  μm  /  voxel) 3  ×   OCT with a high-resolution (1.5  μm  /  voxel) 40  ×   OCT to acquire who
10.1007/978-1-4614-7245-2_10	Image Segmentation for Connectomics Using Machine Learning	Computational Intelligence in Biomedical	
10.1002/2211-5463.70107	Transcriptional regulation of neuropeptide receptors underlies context‐dependent adaptation in Drosophila melanogaster	FEBS Open Bio	Neuropeptides (NPs) and their receptors (NPRs) play critical roles in modulating physiological processes and behaviors across species. While the transcriptional regulation of NP genes has been extensively studied, how NPRs contribute to context‐dependent behav
10.1016/j.media.2015.06.003	An efficient conditional random field approach for automatic and interactive neuron segmentation	Medical Image Anal.	We present a new graphical-model-based method for automatic and interactive segmentation of neuron structures from electron microscopy (EM) images. For automated reconstruction, our learning based model selects a collection of nodes from a hierarchical merging
10.1371/journal.pone.0140752	In Vivo Study of Dynamics and Stability of Dendritic Spines on Olfactory Bulb Interneurons in Xenopus laevis Tadpoles	PLoS ONE	Dendritic spines undergo continuous remodeling during development of the nervous system. Their stability is essential for maintaining a functional neuronal circuit. Spine dynamics and stability of cortical excitatory pyramidal neurons have been explored extens
10.1038/s41586-026-10735-w	Distributed control circuits across a brain-and-cord connectome	bioRxiv	Just as genomes revolutionized molecular genetics, connectomes (maps of neurons and synapses) are transforming neuroscience. To date, the only species with complete connectomes are worms1–3 and sea squirts4 (103-104 synapses). By contrast, the fruit fly is mor
10.1016/j.nbscr.2025.100112	Mutual coupling of neurons in the circadian master clock: What we can learn from fruit flies	Neurobiology of Sleep and Circadian Rhyt	Circadian master clocks in the brain consist of multiple neurons that are organized into populations with different morphology, physiology, and neuromessenger content and presumably different functions. In most animals, these master clocks are distributed bila
10.1002/cpns.104	Whole brain image analysis and anatomical atlas 3D generation using MagellanMapper	Current Protocols in Neuroscience	MagellanMapper is a software suite designed for visual inspection and end‐to‐end automated processing of large‐volume, 3D brain imaging datasets in a memory‐efficient manner. The rapidly growing number of large‐volume, high‐resolution datasets necessitates vis
10.1038/s41598-020-58736-7	AMST: Alignment to Median Smoothed Template for Focused Ion Beam Scanning Electron Microscopy Image Stacks	Scientific Reports	Alignment of stacks of serial images generated by Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) is generally performed using translations only, either through slice-by-slice alignments with SIFT or alignment by template matching. However, limitations
10.1016/j.neulet.2017.07.016	Innexin Expression in Electrically Coupled Motor Circuits	Neuroscience Letters	The many roles of innexins, the molecules that form gap junctions in invertebrates, have been explored in numerous species. Here, we present a summary of innexin expression and function in two small, central pattern generating circuits found in crustaceans: th
10.1007/s12021-007-0013-4	Automated Axon Tracking of 3D Confocal Laser Scanning Microscopy Images Using Guided Probabilistic Region Merging	Neuroinformatics	This paper presents a new algorithm for extracting the centerlines of the axons from a 3D data stack collected by a confocal laser scanning microscope. Recovery of neuronal structures from such datasets is critical for quantitatively addressing a range of neur
10.1111/jmi.13056	Correlative light and volume electron microscopy (vCLEM): How community participation can advance developing technologies	Journal of Microscopy	Correlative light and electron microscopy is a valuable tool to image samples across resolution scales and link data on structure and function. While studies using this technique have been available since the 1960s, recent developments have enabled applying th
10.1016/j.cub.2025.02.056	Regulation of pre-dawn arousal in Drosophila by a pair of trissinergic descending neurons of the visual and circadian networks.	Current Biology	Circadian neurons form a complex neural network that generates circadian oscillations. How the circadian neural network transmits circadian signals to other brain regions, thereby regulating the activity patterns in fruit flies, is not well known. Using the Fl
