10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1038/s41598-021-82187-3	Elucidating the complex organization of neural micro-domains in the locust Schistocerca gregaria using dMRI	Scientific Reports	To understand brain function it is necessary to characterize both the underlying structural connectivity between neurons and the physiological integrity of these connections. Previous research exploring insect brain connectivity has typically used electron mic
10.1038/s41593-023-01281-z	Ascending neurons convey behavioral state to integrative sensory and action selection brain regions	Nature Neuroscience	Knowing one’s own behavioral state has long been theorized as critical for contextualizing dynamic sensory cues and identifying appropriate future behaviors. Ascending neurons (ANs) in the motor system that project to the brain are well positioned to provide s
10.1016/j.neuroimage.2017.02.031	Functional connectomics from a "big data" perspective	NeuroImage	In the last decade, explosive growth regarding functional connectome studies has been observed. Accumulating knowledge has significantly contributed to our understanding of the brain's functional network architectures in health and disease. With the developmen
10.1016/j.mlwa.2026.100871	Harnessing machine learning for decoding Caenorhabditis elegans behavior	Machine Learning with Applications	Caenorhabditis elegans ( C. elegans ) has emerged as a genetically tractable model for decoding the neural and molecular underpinnings of behavior. Traditional methods of behavioral analysis are limited in scalability, resolution, and reproducibility, especial
10.1016/j.conb.2017.01.005	Multisensory integration in C. elegans	Current Opinion in Neurobiology	Multisensory integration is a neural process by which signals from two or more distinct sensory channels are simultaneously processed to form a more coherent representation of the environment. Multisensory integration, especially when combined with a survey of
10.1016/j.neuron.2024.11.008	The Unbearable Slowness of Being: Why do we live at 10 bits/s?	Neuron	This article is about the neural conundrum behind the slowness of human behavior. The information throughput of a human being is about 10 bits/s. In comparison, our sensory systems gather data at ∼ 109 bits/s. The stark contrast between these numbers remains u
10.1007/978-1-4939-9702-2_9	Serial Multiphoton Tomography and Analysis of Volumetric Images of the Mouse Brain	Neuromethods	
10.3389/fnsyn.2016.00028	Correlative Light Electron Microscopy: Connecting Synaptic Structure and Function	Frontiers in Synaptic Neuroscience	Many core paradigms of contemporary neuroscience are based on information obtained by electron or light microscopy. Intriguingly, these two imaging techniques are often viewed as complementary, yet separate entities. Recent technological advancements in micros
10.1101/2020.01.24.919217	Metastable attractors explain the variable timing of stable behavioral action sequences	bioRxiv	Natural animal behavior displays rich lexical and temporal dynamics, even in a stable environment. This implies that behavioral variability arises from sources within the brain, but the origin and mechanics of these processes remain largely unknown. Here, we f
10.3390/nano11010014	Cell Volume (3D) Correlative Microscopy Facilitated by Intracellular Fluorescent Nanodiamonds as Multi-Modal Probes	bioRxiv	Three-dimensional correlative light and electron microscopy (3D CLEM) are attaining popularity as a potential technique to explore the functional aspects of a cell together with high-resolution ultrastructural details across the cell volume. In order to perfor
10.1016/j.neuropharm.2006.07.021	Multiple forms of long-term plasticity at unitary neocortical layer 5 synapses.	Neuropharmacology	Long-term potentiation and depression (LTP and LTD) are cellular plasticity phenomena expressed at a variety of central synapses, and are thought to contribute to learning and developmental changes in circuitry. Recurrent neocortical layer-5 synapses are thoug
10.1101/2022.03.08.483420	A descending inhibitory mechanism of nociception mediated by an evolutionarily conserved neuropeptide system in Drosophila	bioRxiv	Nociception is a neural process that animals have developed to avoid potentially tissue-damaging stimuli. While nociception is triggered in the peripheral nervous system, its modulation by the central nervous system is a critical process in mammals, whose dysf
10.1017/s0952523819000117	Dynamics and sources of response variability and its coordination in visual cortex	Visual Neuroscience	Abstract The trial-to-trial response variability in sensory cortices and the extent to which this variability can be coordinated among cortical units have strong implications for cortical signal processing. Yet, little is known about the relative contributions
10.1371/journal.pbio.1001639	Integrated Electron Microscopy: Super-Duper Resolution	PLoS Biology	New developments in electron microscopy used in combination reveal the elegant architecture of cellular structures at very high resolution.
10.1146/annurev-neuro-072116-031418	Circuits and Mechanisms for Surround Modulation in Visual Cortex	Annual Review of Neuroscience	Surround modulation (SM) is a fundamental property of sensory neurons in many species and sensory modalities. SM is the ability of stimuli in the surround of a neuron’s receptive field (RF) to modulate (typically suppress) the neuron’s response to stimuli simu
10.1101/2022.08.31.506080	Embryonic cortical layer 5 pyramidal neurons form an active, transient circuit motif perturbed by autism-associated mutations	bioRxiv	Cortical circuits are composed predominantly of pyramidal-to-pyramidal neuron connections, yet their assembly during embryonic development is not well understood. We show that embryonic layer 5 pyramidal neurons, identified through single cell transcriptomics,
10.1038/s41467-024-49895-6	Contributions of cortical neuron firing patterns, synaptic connectivity, and plasticity to task performance	Nature Communications	Neuronal responses during behavior are diverse, ranging from highly reliable ‘classical’ responses to irregular ‘non-classically responsive’ firing. While a continuum of response properties is observed across neural systems, little is known about the synaptic 
10.1002/neu.480210712	Metamorphic-like changes in the nervous system of the nematode Caenorhabditis elegans.	Journal of Neurobiology	Abstract During postembryonic development of the nematode Caenorhabditis elegans , one class of embryonic motoneurons, the DD cells, respecifies its pattern of synaptic connections. At the same time, a closely related set of postembryonic motoneurons, the VD c
10.3389/fncom.2018.00009	Self-Consistent Scheme for Spike-Train Power Spectra in Heterogeneous Sparse Networks	Frontiers in Computational Neuroscience	Recurrent networks of spiking neurons can be in an asynchronous state characterized by low or absent cross-correlations and spike statistics which resemble those of cortical neurons. Although spatial correlations are negligible in this state, neurons can show 
10.1523/eneuro.0142-15.2016	LSPS/Optogenetics to Improve Synaptic Connectivity Mapping: Unmasking the Role of Basket Cell-Mediated Feedforward Inhibition	eNeuro	Abstract Neocortical pyramidal cells (PYRs) receive synaptic inputs from many types of GABAergic interneurons. Connections between parvalbumin (PV)-positive, fast-spiking interneurons (“PV cells”) and PYRs are characterized by perisomatic synapses and high-amp
10.1101/2024.09.26.614457	Undoing of firing rate adaptation enables invariant population codes	bioRxiv	Neural adaptation supports coding efficiency by tuning responses to prevailing stimulus statistics. However, when information is represented by neural populations, adaptation of individual units could degrade behaviorally relevant signals. Here we investigate 
10.1007/s12565-023-00720-y	Three-dimensional ultrastructure analysis of organelles in injured motor neuron	Anatomical Science International	Morphological analysis of organelles is one of the important clues for understanding the cellular conditions and mechanisms occurring in cells. In particular, nanoscale information within crowded intracellular organelles of tissues provide more direct implicat
10.1371/journal.pgen.1011582	Memory-like states created by the first ethanol experience are encoded into the Drosophila mushroom body learning and memory circuitry in an ethanol-s	PLoS Genetics	A first ethanol exposure creates three memory-like states in Drosophila. Ethanol memory-like states appear genetically and behaviorally paralleled to the canonical learning and memory traces anesthesia-sensitive, anesthesia-resistant, and long-term memory ASM,
10.1007/978-3-642-23623-5_82	Carving: Scalable Interactive Segmentation of Neural Volume Electron Microscopy Images	Lecture Notes in Computer Science	Interactive segmentation algorithms should respond within seconds and require minimal user guidance. This is a challenge on 3D neural electron microscopy images. We propose a supervoxel-based energy function with a novel background prior that achieves these go
10.1002/hipo.22536	LTP ENHANCES SYNAPTOGENESIS IN THE DEVELOPING HIPPOCAMPUS	Hippocampus	In adult hippocampus, long‐term potentiation (LTP) produces synapse enlargement while preventing the formation of new small dendritic spines. Here, we tested how LTP affects structural synaptic plasticity in hippocampal area CA1 of Long‐Evans rats at postnatal
10.1016/j.celrep.2025.116029	Transformation of radial glia into postnatal neural stem cells depends on birth	Cell Reports	SUMMARY A common feature of various postnatal stem cells is their close association with blood vessels. Postnatal neural stem cells (NSCs) in the ventricular-subventricular zone originate from fetal radial glia (RG), which possess NSC properties. Here, using l
10.7554/elife.09862	Stereotyped spatial patterns of functional synaptic connectivity in the cerebellar cortex	eLife	Motor coordination is supported by an array of highly organized heterogeneous modules in the cerebellum. How incoming sensorimotor information is channeled and communicated between these anatomical modules is still poorly understood. In this study, we used tra
10.1016/j.cub.2021.01.105	Interaction of "chromatic" and "achromatic" circuits in Drosophila color opponent processing.	Current Biology	Color vision is an important sensory capability of humans and many animals. It relies on color opponent processing in visual circuits that gradually compare the signals of photoreceptors with different spectral sensitivities. In Drosophila, this comparison beg
10.1111/jmi.12667	High-performance serial block-face SEM of non-conductive biological samples enabled by focal gas injection-based charge compensation	Journal of Microscopy	A longstanding limitation of imaging with serial block‐face scanning electron microscopy is specimen surface charging. This charging is largely due to the difficulties in making biological specimens and the resins in which they are embedded sufficiently conduc
10.1016/s0065-2660(09)65003-3	Mapping and manipulating neural circuits in the fly brain.	Advances in Genetics	Drosophila is a marvelous system to study the underlying principles that govern how neural circuits govern behaviors. The scale of the fly brain (approximately 100,000 neurons) and the complexity of the behaviors the fly can perform make it a tractable experim
10.1016/j.neucom.2020.11.067	A recurrent neural network model of C. elegans responses to aversive stimuli	Neurocomputing	Abstract Although the synaptic connections of the C. elegans connectome have been precisely mapped with detailed electron microscopy studies of nematode slices, their excitatory or inhibitory character is mostly unknown. This makes the C. elegans neural dynami
10.1007/s10479-020-03542-7	Operations Research Methods for Estimating the Population Size of Neuron Types	Annals of Operations Research	Understanding brain computation requires assembling a complete catalog of its architectural components. Although the brain is organized into several anatomical and functional regions, it is ultimately the neurons in every region that are responsible for cognit
10.1101/739136	Spherical deconvolution with tissue-specific response functions and multi-shell diffusion MRI to estimate multiple fiber orientation distributions (mF	bioRxiv	In diffusion MRI, spherical deconvolution approaches can resolve local white matter (WM) fiber orientation distributions (FOD) to produce state-of-the-art fiber tractography reconstructions. In contrast, spherical deconvolution typically produces suboptimal re
10.1101/2023.06.29.547138	Inferring Neuron-level Brain Circuit Connection via Graph Neural Network Amidst Small Established Connections	bioRxiv	Abstract Motivation Reconstructing neuron-level brain circuit network is a universally recognized formidable task. A significant impediment involves discerning the intricate interconnections among multitudinous neurons in a complex brain network. However, the 
10.1073/pnas.1819261116	Reciprocal modulation of 5-HT and octopamine regulates pumping via feedforward and feedback circuits in C. elegans	Proceedings of the National Academy of S	Significance Physiological regulation and behavior depend less on neurons than on neuronal circuits. Neurosignal integration is the basis of neurocircuit function. The modalities of neuroinformation integration are evolutionarily conserved in animals and human
10.1109/tpami.2019.2921327	Joint Segmentation and Path Classification of Curvilinear Structures	IEEE Transactions on Pattern Analysis an	Detection of curvilinear structures in images has long been of interest. One of the most challenging aspects of this problem is inferring the graph representation of the curvilinear network. Most existing delineation approaches first perform binary segmentatio
10.1002/adem.200900080	Imaging of Cell‐to‐Material Interfaces by SEM after in situ Focused Ion Beam Milling on Flat Surfaces and Complex 3D‐Fibrous Structures	Advanced Engineering Materials	Detailed analysis of the cell-to-implant interface needs to be performed prior to medical application. As these interfaces are often not accessible for direct visualization SEM after in situ focused ion beam milling was explored that allows selecting the regio
10.3389/fncom.2017.00048	Cliques of Neurons Bound into Cavities Provide a Missing Link between Structure and Function	Frontiers in Computational Neuroscience	The lack of a formal link between neural network structure and its emergent function has hampered our understanding of how the brain processes information. We have now come closer to describing such a link by taking the direction of synaptic transmission into 
10.1038/ncomms3038	In-vivo single neuron axotomy triggers axon regeneration to restore synaptic density in specific cortical circuits	Nature Communications	To what extent, how and when axons respond to injury in the highly interconnected grey matter is poorly understood. Here we use two-photon imaging and focused ion beam–scanning electron microscopy to explore, at synaptic resolution, the regrowth capacity of se
10.1016/j.neuron.2022.04.030	The Emergence and Influence of Internal States	Neuron	Animal behavior is shaped by a variety of “internal states” – partially hidden variables that profoundly shape perception, cognition, and action. The neural basis of internal states, such as fear, arousal, hunger, motivation, aggression, and many others, is a 
10.1007/978-3-030-32239-7_79	ACE-Net: Biomedical Image Segmentation with Augmented Contracting and Expansive Paths	International Conference on Medical Imag	Nowadays U-net-like FCNs predominate various biomedical image segmentation applications and attain promising performance, largely due to their elegant architectures, e.g., symmetric contracting and expansive paths as well as lateral skip-connections. It remain
10.1016/j.chembiol.2016.12.010	Precision Optogenetic Tool for Selective Single- and Multiple-Cell Ablation in a Live Animal Model System	Cell Chemical Biology	SUMMARY Cell ablation is a strategy to study cell lineage and function during development. Optogenetic methods are an important cell-ablation approach, and we have previously developed a mini singlet oxygen generator (miniSOG) tool that works in the living Cae
10.1007/978-3-642-74149-4_5	The Anatomy of Multiple Gabaergic and Glycinergic Pathways in the Inner Plexiform Layer of The Goldfish Retina	Neurobiology of the Inner Retina	
10.1371/journal.pcbi.1009879	Benchmarking of deep learning algorithms for 3D instance segmentation of confocal image datasets	bioRxiv	Segmenting three dimensional microscopy images is essential for understanding phenomena like morphogenesis, cell division, cellular growth and genetic expression patterns. Recently, deep learning (DL) pipelines have been developed which claim to provide high a
10.1038/s41467-023-41012-3	Heterogeneous receptor expression underlies non-uniform peptidergic modulation of olfaction in Drosophila	bioRxiv	Sensory systems are dynamically adjusted according to the animal’s ongoing needs by neuromodulators, such as neuropeptides. Although many neuropeptides are often widely-distributed throughout sensory networks, it is unclear whether such neuropeptides uniformly
10.1145/3381755.3381776	Closed-loop experiments on the BrainScaleS-2 architecture	Neuro Inspired Computational Elements Wo	The evolution of biological brains has always been contingent on their embodiment within their respective environments, in which survival required appropriate navigation and manipulation skills. Studying such interactions thus represents an important aspect of
10.1016/j.neuron.2021.08.028	A general principle of dendritic constancy: A neuron's size- and shape-invariant excitability.	Neuron	Reducing neuronal size results in less membrane and therefore lower input conductance. Smaller neurons are thus more excitable, as seen in their responses to somatic current injections. However, the impact of a neuron's size and shape on its voltage responses 
10.1016/j.cub.2025.05.051	Divergent synaptic dynamics originate parallel pathways for computation and behavior in an olfactory circuit	Current Biology	SUMMARY To enable diverse sensory processing and behavior, central circuits use divergent connectivity to create parallel pathways. However, linking synaptic and cellular mechanisms to the circuit-level segregation of computation has been challenging. Here, we
10.1016/s0079-6123(08)63609-2	Structural organization of GABAergic circuitry in ectotherm retinas.	Progress in Brain Research	
10.1016/j.jsb.2015.11.001	Myelinated mouse nerves studied by X-ray phase contrast zoom tomography.	Journal of Structural Biology	We have used X-ray phase contrast tomography to resolve the structure of uncut, entire myelinated optic, saphenous and sciatic mouse nerves. Intrinsic electron density contrast suffices to identify axonal structures. Specific myelin labeling by an osmium tetro
10.26508/lsa.202101068	MANF supports the inner hair cell synapse and the outer hair cell stereocilia bundle in the cochlea	Life Science Alliance	The authors show in the mouse how the auditory hair cell structural maintenance is perturbed by the inactivation of Manf and the concomitant ER stress, causing early-onset, progressive hearing loss. Failure in the structural maintenance of the hair cell stereo
10.1038/s41467-020-18632-0	Myelin replacement triggered by single-cell demyelination in mouse cortex	Nature Communications	Myelin, rather than being a static insulator of axons, is emerging as an active participant in circuit plasticity. This requires precise regulation of oligodendrocyte numbers and myelination patterns. Here, by devising a laser ablation approach of single oligo
10.1016/j.cell.2020.12.012	NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans	Cell	SUMMARY Comprehensively resolving neuronal identities in whole-brain images is a major challenge. We achieve this in C. elegans by engineering a multicolor transgene called NeuroPAL (a neuronal polychromatic atlas of landmarks). NeuroPAL worms share a stereoty
10.1038/nrn1497	Parallel processing in the mammalian retina	Nature Reviews Neuroscience	Our eyes send different 'images' of the outside world to the brain - an image of contours (line drawing), a colour image (watercolour painting) or an image of moving objects (movie). This is commonly referred to as parallel processing, and starts as early as t
10.4103/1673-5374.217321	On the road towards the global analysis of human synapses	Neural Regeneration Research	Synapses are essential units for the flow of information in the brain. Over the last 70 years, synapses have been widely studied in multiple animal models including worms, fruit flies, and rodents. In comparison, the study of human synapses has evolved signifi
10.1101/2020.08.04.236042	Network-centered homeostasis through inhibition maintains hippocampal spatial map and cortical circuit function	bioRxiv	Despite ongoing experiential change, neural activity maintains remarkable stability. Such stability is thought to be mediated by homeostatic plasticity and is deemed to be critical for normal neural function. However, what aspect of neural activity does homeos
10.1101/2025.11.03.686448	Human-specific fast synaptic kinetics enable rapid detection of predictive features	bioRxiv	Abstract Humans can discern the underlying principles in complex environments, but the cellular basis of this ability is unclear. By comparing layer 2/3 cortical pyramidal neurons in five mammals (mouse, rat, marmoset, macaque and human), we found that human n
10.1049/iet-ipr.2019.1527	DenseUNet: densely connected UNet for electron microscopy image segmentation	IET Image Processing	Electron microscopy (EM) image segmentation plays an important role in computer-aided diagnosis of specific pathogens or disease. However, EM image segmentation is a laborious task and needs to impose experts knowledge, which can take up valuable time from res
10.1093/bioinformatics/btw165	Deep models for brain EM image segmentation: novel insights and improved performance	Bioinform.	Abstract Motivation: Accurate segmentation of brain electron microscopy (EM) images is a critical step in dense circuit reconstruction. Although deep neural networks (DNNs) have been widely used in a number of applications in computer vision, most of these mod
10.1371/journal.pgen.1006153	Aversive Behavior in the Nematode C. elegans Is Modulated by cGMP and a Neuronal Gap Junction Network	PLoS Genetics	All animals rely on their ability to sense and respond to their environment to survive. However, the suitability of a behavioral response is context-dependent, and must reflect both an animal’s life history and its present internal state. Based on the integrat
10.1371/journal.pone.0059759	Light-Emitting Channelrhodopsins for Combined Optogenetic and Chemical-Genetic Control of Neurons	PLoS ONE	Manipulation of neuronal activity through genetically targeted actuator molecules is a powerful approach for studying information flow in the brain. In these approaches the genetically targeted component, a receptor or a channel, is activated either by a small
10.1162/netn_a_00004	Nonrandom network connectivity comes in pairs	Network Neuroscience	Overrepresentation of bidirectional connections in local cortical networks has been repeatedly reported and is a focus of the ongoing discussion of nonrandom connectivity. Here we show in a brief mathematical analysis that in a network in which connection prob
10.1101/2022.06.27.497827	Local axonal translation sustains synapse-type-specific neurotransmission	bioRxiv	Dendritic protein synthesis is a well-known regulator of neurotransmission in the central nervous system. For example, local on-demand protein synthesis in dendrites is required for hippocampal long-term1,2 and homeostatic plasticity3. Although axonal protein 
10.1109/tmi.2022.3164343	Scalable Biologically-Aware Skeleton Generation for Connectomic Volumes	IEEE Transactions on Medical Imaging	As connectomic datasets exceed hundreds of terabytes in size, accurate and efficient skeleton generation of the label volumes has evolved into a critical component of the computation pipeline used for analysis, evaluation, visualization, and error correction. 
10.1101/2022.07.19.500315	Mechanosensory stimulation triggers sustained local motor activity in Drosophila melanogaster	bioRxiv	Most vertebrates and invertebrates such as Drosophila melanogaster are able to move in complex environments due to their ability to integrate sensory information along with motor commands. Mechanosensory structures exist along each leg to assist in motor coord
10.1111/j.1365-2818.2008.03104.x	Ultramicrotomy in the ESEM, a versatile method for materials and life sciences	Journal of Microscopy	Summary We here present the results of the first materials science analyses obtained with the prototype of a serial block‐face sectioning and imaging tool, 3View™ of Gatan, Inc (Pleasanton, CA, U.S.A.). It is a specially designed ultramicrotome operating in si
10.1016/j.neuron.2009.06.023	Synapse Distribution Suggests a Two-Stage Model of Dendritic Integration in CA1 Pyramidal Neurons	Neuron	SUMMARY Competing models have been proposed to explain how neurons integrate the thousands of inputs distributed throughout their dendritic trees. In a simple global integration model, inputs from all locations sum in the axon. In a two-stage integration model
10.1002/cne.24966	An open access mouse brain flatmap and upgraded rat and human brain flatmaps based on current reference atlases.	The Journal of comparative neurology	Here we present a flatmap of the mouse central nervous system (CNS) (brain) and substantially enhanced flatmaps of the rat and human brain. Also included are enhanced representations of nervous system white matter tracts, ganglia, and nerves, and an enhanced s
10.1016/j.neuron.2010.09.007	Molecular Mechanisms of Synaptic Specificity in Developing Neural Circuits	Neuron	The function of the brain depends on highly specific patterns of connections between populations of neurons. The establishment of these connections requires the targeting of axons and dendrites to defined zones or laminae, the recognition of individual target 
10.1101/2021.05.18.444689	Structure induces computational function in networks with diverse types of spiking neurons	bioRxiv	Nature endows networks of spiking neurons in the brain with innate computing capabilities. But it has remained an open problem how the genome achieves that. Experimental data imply that the genome encodes synaptic connection probabilities between neurons depen
10.1101/255570	Neural circuitry of a polycystin-mediated hydrodynamic startle response for predator avoidance	bioRxiv	Startle responses triggered by aversive stimuli including predators are widespread across animals. These coordinated whole-body actions require the rapid and simultaneous activation of a large number of muscles. Here we study a startle response in a planktonic
10.1016/s0896-6273(01)00489-5	Construction of complex receptive fields in cat primary visual cortex.	Neuron	In primary visual cortex, neurons are classified into simple cells and complex cells based on their response properties. Although the role of these two cell types in vision is still unknown, an attractive hypothesis is that simple cells are necessary to constr
10.70675/1df3f262ze471z4c22z84aazd6afebab3fc6	Anatomy, physiology and input connectivity of anterior thalamic neurons projecting to cortical head direction regions		  Le noyau thalamique antérieur est une région clé du système de la direction de la tête (HD). Les sous-noyaux anterodorsal (AD) et anteroventral (AV) reçoivent des afférences du corps mamillaire et transmettent ces informations à deux régions corticales HD : 
10.1007/s00429-014-0726-8	A gradual depth-dependent change in connectivity features of supragranular pyramidal cells in rat barrel cortex	Brain Structure and Function	Recent experimental evidence suggests a finer genetic, structural and functional subdivision of the layers which form a cortical column. The classical layer II/III (LII/III) of rodent neocortex integrates ascending sensory information with contextual cortical 
10.1002/cne.25045	The central nervous system of whip spiders (Amblypygi): Large mushroom bodies receive olfactory and visual input	The Journal of comparative neurology	Whip spiders (Amblypygi) are known for their nocturnal navigational abilities, which rely on chemosensory and tactile cues and, to a lesser degree, on vision. Unlike true spiders, the first pair of legs in whip spiders is modified into extraordinarily long sen
10.3389/fnins.2024.1384336	A lightweight data-driven spiking neuronal network model of Drosophila olfactory nervous system with dedicated hardware support	Frontiers in Neuroscience	Data-driven spiking neuronal network (SNN) models enable in-silico analysis of the nervous system at the cellular and synaptic level. Therefore, they are a key tool for elucidating the information processing principles of the brain. While extensive research ha
10.1523/jneurosci.3675-14.2015	Anatomical Identification of Extracellularly Recorded Cells in Large-Scale Multielectrode Recordings	Journal of Neuroscience	This study combines for the first time two major approaches to understanding the function and structure of neural circuits: large-scale multielectrode recordings, and confocal imaging of labeled neurons. To achieve this end, we develop a novel approach to the 
10.1016/j.preteyeres.2019.05.001	Voltage- and calcium-gated ion channels of neurons in the vertebrate retina.	Progress in retinal and eye research	In this review, we summarize studies investigating the types and distribution of voltage- and calciumgated ion channels in the different classes of retinal neurons: rods, cones, horizontal cells, bipolar cells, amacrine cells, interplexiform cells, and ganglio
10.7554/elife.52701	Sex-determining genes distinctly regulate courtship capability and target preference via sexually dimorphic neurons	eLife	For successful mating, a male animal must execute effective courtship behaviors toward a receptive target sex, which is female. Whether the courtship execution capability and upregulation of courtship toward females are specified through separable sex-determin
10.1038/s41593-024-01784-3	Predicting modular functions and neural coding of behavior from a synaptic wiring diagram	Nature Neuroscience	A long-standing goal in neuroscience is to understand how a circuit’s form influences its function. Here, we reconstruct and analyze a synaptic wiring diagram of the larval zebrafish brainstem to predict key functional properties and validate them through comp
10.1016/0165-3806(93)90088-r	Glutamatergic and GABAergic synaptic currents in ganglion cells from isolated retinae of pigmented rats during postnatal development.	Brain research. Developmental brain rese	This study was aimed at characterizing the earliest phases of synaptogenesis in the mammalian retina. Spontaneous activity of ganglion cells in the isolated superfused retina was used as an indicator for the functionality of synaptic connections. Retinal gangl
10.1038/s41583-024-00888-w	Understanding the molecular diversity of synapses	Nature Reviews Neuroscience	Synapses are composed of thousands of proteins, providing the potential for extensive molecular diversity to shape synapse type-specific functional specializations. In this Review, we explore the landscape of synaptic diversity and describe the mechanisms that
10.64898/2025.12.15.694449	Anesthesia-triggered dopaminergic bursts actively induce forgetting: a paradigm shift in understanding cold-shock amnesia	bioRxiv	Abstract Retrograde memory loss, the inability to recall events preceding amnesia onset, is a well-documented consequence of anesthesia. Recent discoveries, pioneered by Drosophila research, have challenged the view that forgetting is a passive process, and ha
10.3389/fnhum.2022.940842	From descriptive connectome to mechanistic connectome: Generative modeling in functional magnetic resonance imaging analysis	Frontiers in Human Neuroscience	As a newly emerging field, connectomics has greatly advanced our understanding of the wiring diagram and organizational features of the human brain. Generative modeling-based connectome analysis, in particular, plays a vital role in deciphering the neural mech
10.1109/embc46164.2021.9630350	Contrastive Learning for Mitochondria Segmentation	Annual International Conference of the I	Mitochondria segmentation in electron microscopy images is essential in neuroscience. However, due to the image degradation during the imaging process, the large variety of mitochondrial structures, as well as the presence of noise, artifacts and other sub-cel
10.48550/arxiv.2601.12464	Large-scale EM Benchmark for Multi-Organelle Instance Segmentation in the Wild	arXiv.org	Accurate instance-level segmentation of organelles in electron microscopy (EM) is critical for quantitative analysis of subcellular morphology and inter-organelle interactions. However, current benchmarks, based on small, curated datasets, fail to capture the 
10.1101/542456	Firing rate distributions in spiking networks with heterogeneous connectivity	bioRxiv	Meanfield theory for networks of spiking neurons based on the so-called diffusion approximation has been used to calculate certain measures of neuronal activity which can be compared with experimental data. This includes the distribution of firing rates across
10.1038/s41598-017-00981-4	Combination of High-density Microelectrode Array and Patch Clamp Recordings to Enable Studies of Multisynaptic Integration	Scientific Reports	We present a novel, all-electric approach to record and to precisely control the activity of tens of individual presynaptic neurons. The method allows for parallel mapping of the efficacy of multiple synapses and of the resulting dynamics of postsynaptic neuro
10.3390/cells13070573	Enhanced Release Probability without Changes in Synaptic Delay during Analogue–Digital Facilitation	Cells	Neuronal timing with millisecond precision is critical for many brain functions such as sensory perception, learning and memory formation. At the level of the chemical synapse, the synaptic delay is determined by the presynaptic release probability (Pr) and th
10.1038/s41467-019-10836-3	Learning cellular morphology with neural networks	Nature Communications	Reconstruction and annotation of volume electron microscopy data sets of brain tissue is challenging but can reveal invaluable information about neuronal circuits. Significant progress has recently been made in automated neuron reconstruction as well as automa
10.1038/s41567-020-01036-8	Capturing the continuous complexity of behaviour in Caenorhabditis elegans	Nature Physics	
10.7554/elife.57013	Three-dimensional synaptic organization of the human hippocampal CA1 field	bioRxiv	The hippocampal CA1 field integrates a wide variety of subcortical and cortical inputs, but its synaptic organization in humans is still unknown due to the difficulties involved studying the human brain via electron microscope techniques. However, we have show
10.1371/journal.pcbi.1012285	Parallel synapses with transmission nonlinearities enhance neuronal classification capacity	PLoS Comput. Biol.	Cortical neurons often establish multiple synaptic contacts with the same postsynaptic neuron. To avoid functional redundancy of these parallel synapses, it is crucial that each synapse exhibits distinct computational properties. Here we model the current to t
10.1101/2025.10.21.683766	Networks of sexually dimorphic neurons that regulate social behaviors in Drosophila	bioRxiv	Neural mechanisms underlying sexually dimorphic social behaviors remain enigmatic in most species. In Drosophila, sexually dimorphic P1/pC1x neurons have been described as a site of sensory integration that regulates mating and aggressive behaviors. We show th
10.1073/pnas.1918368117	Homeostatic mechanisms regulate distinct aspects of cortical circuit dynamics	Proceedings of the National Academy of S	Significance Despite decades of intense studies on homeostasis, network properties undergoing homeostatic regulation remain elusive. Furthermore, whether diverse forms of homeostatic plasticity are simply redundant or serve distinct functions is unclear. Here,
10.1523/jneurosci.5252-09.2010	Transcranial electric stimulation entrains cortical neuronal populations in rats	Journal of Neuroscience	Low intensity electric fields have been suggested to affect the ongoing neuronal activity in vitro and in human studies. However, the physiological mechanism of how weak electrical fields affect and interact with intact brain activity is not well understood. W
10.1016/j.conb.2023.102822	Descending control of motor sequences in Drosophila	Current Opinion in Neurobiology	The descending neurons connecting the fly’s brain to its ventral nerve cord respond to sensory stimuli and evoke motor programs of varying complexity. Anatomical characterization of the descending neurons and their synaptic connections suggests how these circu
10.1098/rspb.2018.2727	Neural arbors are Pareto optimal	Proceedings of the Royal Society B	Neural arbors (dendrites and axons) can be viewed as graphs connecting the cell body of a neuron to various pre- and post-synaptic partners. Several constraints have been proposed on the topology of these graphs, such as minimizing the amount of wire needed to
10.1523/jneurosci.0001-14.2014	Structured Synaptic Inhibition Has a Critical Role in Multiple-Choice Motion-Discrimination Tasks	Journal of Neuroscience	Neural network models have been constructed to explore the underlying neural mechanisms for decision-making in multiple-choice motion-discrimination tasks. Despite great progress made, several key experimental observations have not been interpreted. In contras
10.1016/j.isci.2025.113540	Entirely synthetic memory inception via dual optogenetic activation of sensory and dopaminergic neurons	bioRxiv	Associative conditioning is a fundamental learning paradigm that links salient stimuli to appropriate behavior. The vinegar fly is an important memory model that can associate odors with rewarding or punishing reinforcement stimuli via distinct sets of dopamin
10.1016/j.neuron.2014.08.029	Illuminating the multifaceted roles of neurotransmission in shaping neuronal circuitry	Neuron	Summary Across the nervous system, neurons form highly stereotypic patterns of synaptic connections that are designed to serve specific functions. Mature wiring patterns are often attained upon the refinement of early, less precise connectivity. Much work has 
