synapse_id,pre_segment_id,post_segment_id,cleft_score,size_vx
2480,501163,501234,116,314
29666,501193,500735,160,447
11663,501110,501608,121,397
15156,500782,501870,9,180
874,501398,500998,197,396
21538,500546,501134,27,212
26700,501595,501869,111,453
12507,501792,501103,150,339
1575,501206,501483,158,786
18938,501033,501302,238,272
10291,501105,500390,182,404
25906,501580,500004,127,197
19161,500742,501693,16,111
16388,501002,500900,107,312
1978,500530,500944,77,323
15256,500484,500514,121,910
23787,501990,500210,144,235
29492,500208,501009,35,150
16512,501697,500446,183,932
13125,501528,500003,121,339
1436,501486,500100,93,657
1244,501221,501060,213,624
18091,501127,501406,108,311
20861,501919,500898,189,545
12115,501828,500738,182,307
8277,501785,501117,118,342
6156,500449,501843,70,70
10327,501683,500061,111,205
12187,500006,500650,121,1296
17578,500020,501787,34,183
13517,501815,500705,149,445
14549,500484,501153,128,133
4311,500765,500204,187,616
25522,500330,500938,138,452
7210,501985,500868,157,481
13104,501658,500734,120,282
8971,500825,501303,151,764
24575,501890,500446,138,126
7900,501068,501531,66,282
12312,501819,500198,8,63
12134,500709,501162,54,176
27196,500722,500076,129,502
22954,501002,501409,171,525
1157,501094,501012,136,828
14405,500185,501582,178,711
1300,501344,500457,167,264
26958,500340,500151,28,88
22425,501750,500966,142,346
19165,501635,500608,140,181
26988,500957,501413,37,103
10968,501965,500673,44,186
13850,501420,500447,21,59
18281,500287,501106,31,58
551,500480,500424,115,755
8670,501357,501744,172,362
21070,500274,500737,129,317
14714,501043,500836,43,102
18240,500059,500091,160,456
17013,500001,501697,114,205
21768,501682,500359,33,67
15922,500705,500954,116,648
16181,500181,501180,102,136
18792,500033,500519,124,248
15435,501578,501310,146,275
22089,500305,501113,141,755
11023,500322,500683,97,354
15961,501566,500412,37,168
1001,501763,500654,102,218
25184,500697,500302,168,377
24399,500266,500621,162,622
17618,500868,500908,161,617
18864,500025,501596,85,239
20059,500974,501410,148,273
1933,501729,501428,119,254
1584,500512,501435,42,173
5277,501066,500745,34,111
17649,501338,501701,198,430
15878,500726,501886,157,80
1727,500467,500873,199,663
19484,501765,500777,180,1082
9831,501386,501237,96,595
16501,500516,500751,162,248
26561,500966,501870,170,531
29396,501834,500479,13,162
18026,501479,500506,201,863
12534,500520,501179,53,216
27286,501764,500782,116,357
8966,501533,500910,197,339
8001,500890,500207,127,380
22940,500780,501724,83,328
15405,500457,500613,85,190
1755,500039,501227,132,409
19139,501735,500076,201,498
8218,500704,500110,203,572
1411,500932,501439,101,554
5417,501861,500375,16,112
2442,500841,500416,37,104
25895,501625,501645,114,616
12282,500008,501031,13,118
29375,501643,500941,161,391
13751,500949,500720,79,641
18341,500817,501998,144,1069
21908,500069,500850,27,81
27261,500621,501815,148,207
18839,501578,500151,173,613
20365,501819,501315,139,518
6514,500653,501353,139,1306
22301,501092,500705,180,274
4577,501981,500056,138,700
9427,501857,501268,188,877
2775,501743,501272,118,260
22379,501177,501177,127,872
15469,501601,500824,146,252
20927,501053,500998,1,90
28008,501524,501291,2,186
10234,500473,501143,139,391
14430,500257,500747,117,878
15715,500577,500056,138,854
13969,501530,501729,17,68
22388,501848,501224,110,251
16908,500176,500114,148,180
22132,500926,500645,17,122
19308,501826,500403,91,535
14993,500572,500910,159,321
20683,500726,500250,57,172
25168,500687,500841,164,1073
23744,501596,500814,102,586
5107,500236,501957,18,113
23250,501955,500201,179,490
3656,501777,500501,146,588
25074,501162,500673,175,360
9770,501946,500884,88,317
29582,500166,500957,156,320
13306,500873,500287,186,724
2138,501216,500710,5,110
20222,501704,501426,100,159
23947,500269,501862,23,57
17162,500831,501829,172,303
25457,501734,501506,117,505
20392,500857,501029,128,717
17035,501383,500061,158,390
18981,501923,500804,96,619
21430,500969,501741,85,465
25787,501413,500806,155,531
15848,900999,501911,138,302
8576,501426,500872,77,166
23415,501788,500318,202,379
4568,500274,501022,171,499
8264,500218,500639,83,159
17998,501917,500971,169,523
7657,501059,500274,33,76
14699,500690,500870,171,474
11106,501020,501628,161,299
14315,500571,501520,81,499
962,500106,501071,27,144
18206,500505,500575,40,76
10923,501324,501384,108,626
29777,501955,500814,38,288
9834,501201,501528,172,603
8934,500891,500597,126,680
24903,500076,501215,66,85
12626,500258,501102,225,557
19272,500228,501443,179,208
2609,500582,501713,7,217
4402,501268,501969,141,451
26733,500926,501215,187,168
18843,500323,501170,113,417
10278,500383,500937,90,399
12296,500731,500470,144,146
3866,501625,501148,148,285
5049,501190,501646,165,389
26254,500304,501806,17,181
26339,500506,501255,152,673
17336,500672,500084,101,524
24503,501413,500721,181,134
14690,500543,500781,125,126
9079,501817,500238,25,62
17546,500148,500736,52,142
15877,500064,500188,184,483
2818,500899,500524,180,208
17908,501616,501687,156,175
22892,500201,501311,33,118
6763,500771,501319,101,167
27662,500164,501154,26,206
8234,500280,500583,59,453
8191,500401,501695,151,304
23439,501826,500690,108,385
3740,500060,500356,105,293
11727,501231,500785,119,645
18913,500886,501541,133,282
10427,500121,501967,206,142
3784,500200,500832,178,875
22051,500215,500094,70,316
29603,500856,500795,157,676
24883,501687,500970,128,400
16510,501058,500805,127,668
2946,500922,501495,141,732
15998,501663,501211,46,266
11896,501285,500550,155,675
8101,501975,501937,30,74
22808,501194,501965,122,609
5764,501263,500533,138,266
16500,500101,501152,140,832
11002,501008,501535,39,135
29493,501219,500119,104,775
9149,501043,501046,75,185
25188,500645,501810,165,214
23989,501135,501678,179,627
6843,500825,500676,67,352
19568,500999,500323,187,199
2051,501469,500790,143,364
12173,501015,501133,162,888
7769,500050,500949,112,568
24994,501652,501892,156,254
23370,500506,501843,185,500
11605,501912,500294,164,141
7145,500064,501999,30,82
651,501336,501853,35,182
15201,500746,501706,151,287
8350,500045,500376,179,238
25361,501028,500837,127,272
1002,501515,500667,166,508
16298,500624,501973,147,322
20302,500645,501255,72,610
18014,500023,500702,135,360
27898,501952,500861,152,160
10951,500106,501230,3,174
6645,500006,500098,181,365
6202,500919,501456,171,257
14684,500120,501666,144,318
27709,501536,500998,152,801
25811,500923,501492,164,514
28217,500959,501768,14,103
27876,501503,500562,156,581
9044,500476,500733,98,276
22938,501302,501426,110,651
7281,500502,500848,155,323
5220,501651,501990,129,404
3412,500036,501881,165,547
21957,501227,500671,35,83
1480,501140,501298,51,106
20137,501036,501991,64,190
15648,500952,500185,99,691
23142,501608,500798,52,197
17934,501645,500046,192,481
12088,500745,501528,104,253
24147,501536,501226,158,374
3097,500236,501362,117,930
28881,501796,500056,168,348
11480,500825,500392,170,357
1617,500250,501600,136,213
18526,501787,501048,205,227
10725,501144,500962,173,214
16536,500180,501670,131,742
4779,500518,500884,164,490
10515,501844,500288,41,233
10907,500446,500583,107,465
18449,501764,500562,178,1027
15408,501782,501322,9,29
24846,500080,501280,86,551
7162,500758,501616,213,390
18267,500185,500314,130,272
20526,501119,501463,102,560
8972,501335,501331,127,898
7608,500561,500627,33,833
12550,501085,501552,38,208
24863,501066,501353,148,644
9018,501384,501464,137,327
786,500510,500550,172,284
3314,500051,500459,195,459
18074,500984,500701,54,204
16813,500264,500830,135,628
23031,501179,501247,127,419
8582,500487,500261,217,363
2914,501439,500268,11,64
20659,500256,501891,85,155
12131,500485,501390,82,403
12642,500547,500371,118,336
21912,501737,500651,128,425
2823,500237,501777,141,241
22470,501062,501335,206,412
16794,500552,500802,60,137
5993,500497,500326,161,545
20155,501055,500328,183,220
23078,501736,500291,189,401
14442,500319,501050,192,459
13015,501814,500492,124,510
28746,500739,501034,93,868
24767,500135,501868,130,396
18510,500345,501846,106,562
27529,501691,500760,71,446
6705,501817,501956,94,918
13588,501070,501169,33,154
21822,500278,501190,116,525
10538,501219,500039,136,338
1094,500595,500364,38,101
1791,500308,501353,134,252
14601,500042,500284,35,138
21118,501108,501542,175,499
8383,501436,501168,88,371
20994,501213,500786,112,998
4258,501307,501338,113,447
13558,501808,500032,90,417
10541,500545,501307,37,63
3214,500608,501217,84,311
18820,501251,500930,142,395
10345,501751,500760,123,973
12535,900139,501755,121,448
5643,501911,500517,68,279
24389,501727,501833,209,317
2930,501844,501426,148,409
4280,500435,501677,117,502
6471,500601,500190,38,286
14129,501298,501455,51,52
6036,501390,501712,32,60
26436,501224,500164,95,388
21686,501053,500074,186,404
13765,501960,501820,130,448
16260,500772,500336,22,112
2527,501145,500531,104,257
12247,500098,501161,227,1035
469,501418,501883,139,719
24134,500912,500774,104,770
29073,500037,501197,165,939
5522,500169,500487,46,154
4705,501956,501662,151,379
23189,500262,501007,209,321
3949,501704,500922,127,337
8183,500639,500672,152,336
10748,501931,500164,122,314
29812,501019,500110,127,548
28211,500888,500746,207,375
29151,500882,500574,157,231
21888,500804,500785,151,449
17376,500642,500293,172,375
7816,501039,500250,164,409
14570,501472,500767,37,86
20990,501952,501825,114,570
29546,500479,500188,0,116
17119,501214,501107,155,497
13133,501130,500908,15,64
3155,500545,500516,131,451
10985,501861,501146,143,416
4935,501246,501150,32,224
27766,500716,500471,140,768
21831,501691,501952,154,412
29495,501816,500952,148,272
13650,501990,500781,82,1747
963,501134,500876,131,423
6175,501830,501048,118,472
28563,500685,501666,191,154
5792,501146,501670,153,664
13215,501564,501465,191,301
8070,501320,500279,85,401
14978,500957,500361,158,344
19875,500334,500344,143,1137
10688,500366,500505,151,296
19534,501288,501118,172,180
15390,500020,501324,163,332
5780,501332,500885,187,1550
25418,501677,501213,113,279
18426,501772,501509,93,176
27845,501145,500767,171,792
10282,501695,501796,40,63
24394,501596,501584,146,164
23900,500705,500944,142,267
27282,500031,501995,217,1107
28806,501890,501730,162,397
13573,500264,501571,33,83
7453,500349,500349,15,91
2277,501342,501766,27,178
26260,501507,500783,133,402
15089,500537,501267,16,134
28035,501986,500774,28,170
3719,500218,500566,154,226
21986,500888,500926,117,408
3327,501903,501531,51,187
8964,501784,501999,194,255
19244,500943,501956,166,396
5176,501202,501093,135,322
29198,500998,500599,107,766
27011,500034,500190,135,218
3844,500251,501890,121,879
8476,501679,500944,129,443
15999,501212,500616,231,222
1177,501158,501490,142,970
3631,500912,500943,155,950
4981,501657,500149,44,144
7263,500930,501810,154,543
8448,501729,500998,137,1426
9909,501526,501040,20,202
21998,500670,500297,184,220
13597,500645,500280,103,547
19726,501311,500806,115,209
6048,501354,501814,8,129
6285,501174,500332,85,303
11435,500543,500196,24,149
25082,501391,500051,93,405
12113,500733,501239,99,362
1145,501244,500938,150,452
17776,501834,500184,105,645
12672,501303,500010,97,449
27416,500886,500036,62,211
21315,501681,501877,48,182
29703,500193,501880,186,233
6476,501037,501693,137,1092
4634,501200,501319,26,116
13788,500493,501402,19,51
648,501837,501340,91,362
22644,501655,500974,140,649
29068,501132,500248,104,515
6773,500098,500551,156,269
25709,500077,501397,186,348
24352,501271,500296,167,187
26724,500671,501681,152,371
4299,500584,500403,179,473
1797,501331,501421,134,273
8063,501676,500790,192,320
26717,500167,500733,183,380
13899,500818,501513,129,377
28505,500356,500006,115,167
14584,500259,500924,139,361
1562,500297,500446,143,427
1580,501028,500319,101,492
8887,500274,500460,135,473
4481,501506,500489,191,258
28866,501515,500204,5,383
16622,500832,500141,19,156
11261,501304,500841,85,159
7106,501410,500331,144,816
14118,500086,501033,81,165
19851,501563,500748,88,68
10670,500737,501298,157,204
52,501029,500868,102,384
29149,500174,500201,6,106
3246,500658,500413,167,297
9716,500080,501894,161,292
736,500939,500776,57,160
14083,500039,501895,135,470
20532,500758,501541,99,421
20016,501666,501025,21,157
8984,500174,501418,97,575
22231,501114,500680,180,397
5534,500158,500295,151,743
17084,500154,501311,142,476
25789,500611,501595,133,600
22439,501336,501485,156,689
3447,500151,501370,163,399
24626,501685,501999,43,79
2254,500697,501730,182,271
10471,501374,501418,97,395
6297,500502,500756,158,379
3699,500824,500309,200,363
12924,501904,500679,93,522
9718,500841,501785,182,257
27916,501848,500942,156,466
20010,501786,500179,30,86
11980,500999,500730,141,451
16565,500164,500273,53,156
28630,501088,501288,41,110
15369,501184,500370,146,250
27343,500759,500481,174,814
23216,501037,501531,136,662
430,500805,501162,116,736
10461,501264,501575,130,452
4889,500344,500004,138,227
5716,500009,501106,45,53
7920,500849,500196,18,167
4631,501460,500334,0,102
15264,500465,500471,166,171
21785,500316,500189,158,351
29107,500105,500989,129,523
11978,501905,501886,192,674
2691,500259,500279,55,485
17051,501660,501798,62,649
16816,500952,501391,143,657
16488,501442,501969,34,187
13912,500105,500284,96,627
10171,501537,501098,197,230
28991,501784,501587,103,327
19761,501814,501251,99,470
11147,501547,500119,140,1679
15319,501619,500987,90,750
1583,501768,500332,99,510
18474,500702,500065,132,507
19471,500433,500640,103,315
20066,500109,501107,73,88
24434,500914,500453,119,558
9972,501320,500572,147,667
20519,500999,500728,154,372
17688,500856,501628,210,670
6789,501126,501339,14,106
7233,501674,501450,106,307
3995,501745,500638,189,507
4237,500679,501967,99,464
5618,500442,500762,30,100
10992,501207,501828,178,414
23099,500179,500669,166,1296
29472,500287,500462,68,620
28026,501422,500421,0,142
12349,501165,500245,53,227
451,501752,500081,3,111
19328,501073,501199,136,281
162,501892,501567,212,278
10759,501127,501932,133,361
3722,501179,501382,168,312
22366,501631,500383,128,426
16148,500728,501830,127,445
18924,501782,500162,108,408
10597,501368,501611,98,313
3273,501316,501618,149,256
8604,500551,501384,40,38
19583,501374,500749,121,444
28395,501995,501180,25,82
6329,501724,500771,82,453
21313,501646,500576,155,455
26071,501215,501691,173,552
22194,501864,501273,96,422
17609,500464,500332,199,318
26058,500574,501494,63,243
8184,500292,500572,11,149
22336,500746,500298,106,466
1845,501423,500126,184,248
29211,500356,501315,130,454
20428,500871,501806,139,218
3133,501482,501706,120,337
7514,501768,501331,159,303
26869,501931,500995,142,306
16125,500845,500938,48,266
26120,501387,501506,67,145
12345,500419,501130,144,307
12478,501859,500891,132,237
21756,500304,501909,190,680
27240,501950,500422,38,144
12870,501733,500504,76,97
20773,500942,500067,144,295
17941,500278,500398,61,109
20224,500924,501105,136,886
3941,500368,500610,130,491
26445,501878,501829,28,121
20545,501375,500345,187,829
13422,501703,500702,162,519
10402,500939,500636,146,192
19694,500215,500384,37,178
11491,501255,500201,124,255
18738,500716,501076,71,171
14161,500886,501350,142,374
24653,501896,501015,0,186
25296,501489,500804,130,624
6956,501628,500819,117,601
8679,501024,501470,181,968
4895,500356,501426,205,583
1482,501236,501298,118,396
14081,500923,500193,143,643
14775,502000,500608,201,502
9732,501208,500774,136,396
20579,500381,500965,38,123
490,500238,501918,208,379
22364,500908,500762,93,499
27499,500124,501844,213,707
22351,501938,500529,49,254
16922,501762,501759,148,336
9093,501628,500969,120,276
16056,500321,500638,136,192
28081,501810,500480,123,198
9803,501695,501591,139,308
16468,501384,501782,93,694
3521,501413,500513,135,214
20200,500584,501575,128,580
6443,501716,501784,177,559
5818,500920,500689,163,535
15143,500733,501561,154,409
17421,501041,500076,166,229
17011,500289,500596,35,67
10113,500255,500297,123,356
9503,501012,500226,50,99
6341,501459,500992,19,74
14663,501322,501677,184,445
9,500670,500567,149,458
15334,500808,501837,147,723
25415,501980,501419,33,340
16928,500272,500523,148,159
24780,501678,500580,123,325
8733,500546,501255,153,415
27676,501520,501436,126,267
20382,500127,501177,183,185
25781,500410,500211,103,554
27884,501323,501037,116,423
2355,500908,500124,165,490
19669,501656,500619,170,552
25299,500995,500327,60,887
7141,500142,500090,77,379
23763,500919,501749,165,457
2650,501918,501736,98,962
18349,500422,500422,175,578
17060,501403,500739,142,295
26692,500776,501545,195,1158
16065,500579,501214,167,376
8750,500295,500753,145,406
10349,501965,501912,159,1104
26246,500746,501485,145,573
11745,501991,501715,155,339
15534,500344,500905,161,425
9164,500953,501691,48,334
4836,501612,500584,151,415
9703,501996,501224,108,284
16350,501691,500661,100,311
17721,500812,500213,131,1472
3707,501197,500100,92,379
14171,501478,501690,124,268
27184,500029,500312,145,197
20693,501319,500723,120,407
25474,501696,500366,33,125
8217,500193,501545,147,940
13844,500086,500308,133,370
18745,500905,501907,106,379
27440,501778,501777,107,229
24744,500264,501889,176,582
7362,501868,500462,119,305
29682,500547,500173,114,453
27324,501533,501980,143,315
16672,501395,500343,153,523
21190,500261,501267,114,534
21738,501002,501999,207,885
22349,500131,501725,154,451
6151,501970,501277,118,374
1278,500045,500489,78,502
15833,500679,500819,61,396
10205,501843,501456,148,590
17769,500949,501938,162,627
6588,500281,500835,216,591
6887,500045,501226,144,430
21027,501585,501483,148,130
12307,500008,501943,161,295
5464,500038,501477,32,148
5699,501461,501573,139,368
4375,500810,500106,28,80
1559,501536,501136,136,245
5756,500730,500081,85,453
7160,501736,501409,121,203
14791,501460,500312,108,1404
25482,501765,501441,114,365
29823,500947,501662,166,666
3739,500749,500919,224,214
9645,500938,500438,76,528
645,501471,500140,140,394
20098,501968,500334,31,74
5669,501744,500662,138,154
27348,500432,500065,115,228
17747,500861,500870,151,396
9747,500797,500972,135,458
13553,501326,500783,101,261
28771,500648,500883,28,148
10875,500391,501931,29,122
14776,500993,501038,126,334
20915,501537,500655,144,945
19397,501968,500999,20,74
953,500986,500832,87,856
22637,501160,501944,167,412
26318,501463,500551,144,251
23530,500817,500133,153,427
13239,501617,500829,24,85
8640,500709,501054,118,319
644,501674,500659,112,722
17893,500632,500680,162,498
4893,501314,500066,111,340
26898,500366,501398,157,240
22311,500330,501431,115,391
12825,500348,500557,36,110
16190,500737,500908,8,151
18139,501486,501967,162,581
5591,501268,501473,142,174
20065,501985,501178,158,490
12867,500624,500758,27,100
7938,500765,501563,178,764
8305,500743,500748,28,55
17265,501146,501421,160,377
6589,500312,501881,140,462
18575,501838,500579,36,115
5278,501802,500127,87,415
10641,500543,500663,216,690
22554,500360,500904,144,771
2399,501413,501697,92,269
1624,500082,501716,70,66
9309,501547,500158,134,382
28287,500657,500478,161,526
516,500199,501225,149,282
19712,501749,500579,116,251
25130,501398,501740,124,401
18620,500686,501650,47,76
15601,501356,500550,179,357
19262,501340,500041,114,199
24496,501046,501170,185,271
3691,501295,501246,137,546
12199,501350,501976,169,266
3185,500487,501372,120,359
21063,500995,501884,179,341
19631,500203,500939,164,1197
21113,500954,501718,160,209
22086,500551,500944,125,658
10767,501585,500264,170,850
5538,500705,500792,7,153
12943,500899,501843,123,313
22636,501892,500968,66,939
26650,500938,500777,120,235
25872,501887,501518,0,134
2926,500559,501425,133,432
4374,500593,500176,143,567
1774,500730,500496,128,1103
14099,501379,501505,100,361
26912,501726,501562,122,294
16437,500381,500400,188,1263
16592,501693,500846,92,324
2846,501567,501411,44,144
7871,500923,501290,121,459
25563,501107,501304,155,616
6778,500957,500201,107,490
1508,500891,500642,171,1669
13046,500780,500821,116,553
5338,501153,501426,146,533
15819,500091,500340,21,191
25323,500784,501901,108,616
20815,501214,500516,96,200
10133,501781,500099,110,511
5543,501108,501308,118,595
20502,501916,500739,143,392
16982,501747,500910,145,748
27785,500567,501022,129,207
10717,500922,501163,132,438
12547,501171,501131,140,682
18333,501236,500746,171,558
661,501436,501466,176,442
7133,501761,500105,151,260
13254,500497,501050,38,124
2526,500580,500916,54,77
3118,500239,500680,36,146
29333,500974,500653,145,416
3673,500253,501796,122,368
9332,500839,501032,145,435
470,501782,500585,8,172
27462,500219,501709,41,126
319,501045,500138,94,336
15417,500127,500944,121,561
28844,501612,501515,138,577
12032,501277,501106,71,211
6524,500134,501069,117,240
13924,501596,500320,110,324
7910,500759,500018,145,349
27748,500258,501433,99,478
808,500010,500680,6,115
29464,500980,501845,31,180
7177,501084,500063,147,408
22279,501587,500076,221,646
15372,501424,501424,32,323
21536,501429,501651,28,210
27820,500966,501007,67,101
4121,501132,501998,132,172
27530,500934,501749,135,428
21156,500927,501577,190,207
3043,501293,500217,30,81
9736,501058,500327,162,459
18861,501872,501509,87,531
9893,501729,501298,134,398
15362,500484,501364,53,979
14314,500751,500705,122,108
10949,500607,501304,33,267
11384,501109,501850,163,292
18595,501045,500709,147,578
16852,501206,500191,109,254
7153,500663,501002,22,106
11650,501457,501014,162,484
14809,501881,501802,151,139
12444,501777,501403,118,175
28878,501587,500381,161,351
8961,501170,500642,14,171
24917,500381,501356,131,362
23630,500087,500862,141,448
596,500032,500697,172,358
5314,500473,500938,170,161
26053,500605,501148,190,432
16555,501815,500845,193,339
19691,501108,501677,142,327
10841,500453,501675,73,257
21326,500331,501531,117,542
3415,501043,500444,171,344
4649,501121,500769,122,185
24823,500363,500599,166,501
18570,501866,501235,46,124
24300,501752,501219,121,471
20602,500436,501066,19,221
26580,501240,501247,142,1324
6416,500143,500473,66,645
2219,501889,500090,90,929
21667,500365,501069,41,208
16773,500642,500470,128,520
17439,500259,500737,96,258
6172,500662,500306,5,117
25143,501149,501170,127,328
4769,500939,500238,33,146
11182,501467,500760,149,405
12797,500708,501670,3,125
10094,500365,501322,180,465
25820,500090,500543,199,569
7903,501873,501740,101,736
15194,500513,501052,172,345
8633,500241,501108,143,452
20069,501439,501092,110,615
5723,500258,500840,62,60
9630,500480,500318,144,437
17015,501170,500302,84,930
9168,501563,501904,125,397
12255,501325,500217,101,320
5027,501573,501904,178,706
6419,501060,501537,151,418
25517,501796,500140,43,280
14163,501085,501909,152,467
6858,501845,501048,67,129
28414,500752,500581,140,295
2794,501536,500513,170,420
26991,501101,501918,35,84
159,501440,500212,124,236
22233,501535,500993,108,271
7828,501458,501105,68,756
13895,500100,500436,100,159
510,500368,500813,142,695
16338,501259,500566,77,682
5663,501370,500295,47,169
28913,501829,500968,81,588
16329,501264,500739,115,318
22681,501453,501424,142,280
10067,500613,500566,82,924
18585,501804,501605,121,384
10122,500473,501413,137,249
19071,501667,501007,155,544
28411,500718,501306,118,438
27187,501668,501217,144,475
24732,501136,500544,161,262
19203,500781,501020,150,542
2870,501830,501889,150,467
10310,500821,500179,107,602
1757,500401,501545,151,446
16100,501069,500023,112,279
9783,501670,500616,37,58
5246,501480,501726,43,104
13621,501058,501078,142,435
5932,500966,500410,24,81
5065,500169,501036,42,70
12823,501084,501643,255,454
880,500676,501338,103,265
14094,500553,500615,197,662
28832,501670,501787,105,522
4054,500109,501236,122,835
29028,501333,501344,141,378
26621,501272,500989,146,328
8538,501017,500632,111,229
17123,500767,500418,61,262
24268,501448,500067,123,444
2043,500419,501828,109,708
1799,501943,501521,151,169
7875,500547,501307,84,170
5104,501875,500478,161,281
17115,501733,501571,52,160
12016,500128,500758,122,432
4255,500874,500764,121,729
25649,501511,501127,197,277
4844,501796,501996,191,267
24326,500312,500248,209,178
7100,500911,500629,159,632
27400,500076,500867,86,650
21572,501938,501300,161,168
5800,501032,501965,183,804
18610,501571,501571,126,399
11499,501403,500178,158,407
11801,501302,501772,96,287
18989,500180,500738,117,304
9958,500874,501552,69,648
27183,500440,500461,84,528
6140,501542,501439,155,489
15803,500871,501781,142,203
20968,500721,501505,121,692
27414,501108,500236,165,159
12239,500941,500318,81,306
23887,501102,501421,114,148
8440,501353,500880,82,365
28515,500879,501781,31,78
13195,500248,500916,104,162
27737,500870,500039,116,368
2210,501944,500424,121,261
14752,500909,501606,149,488
17762,500100,500426,46,51
25449,500916,501715,40,127
15292,500542,500291,144,269
15529,500779,501413,136,306
13029,501369,501131,32,107
6302,501693,500676,95,773
24302,501886,501606,167,317
16637,501127,501128,117,257
2458,500567,501550,32,68
1618,500068,500138,112,899
4027,500179,501787,164,707
15106,500093,500847,97,573
4890,500274,500837,2,170
16078,501191,500266,170,1032
2795,500741,501998,31,114
21033,500683,500267,109,560
8142,500134,501486,125,586
2582,500311,501724,201,258
27376,501269,500413,168,197
8223,501081,500689,113,413
29471,500373,501059,135,285
424,500138,500005,96,241
11494,902537,500520,153,530
14139,500166,500523,160,268
29993,501681,500645,147,532
11806,500988,501010,114,456
1568,500361,500156,102,373
21695,501155,501430,107,802
28034,500581,501520,171,419
6190,500399,501219,117,93
14872,501591,500553,113,264
23607,501023,500057,110,570
26368,501094,500432,177,334
1918,501981,501607,153,473
27239,501391,500527,118,430
28353,902270,501363,169,592
24689,500861,501039,164,613
6176,501179,500896,162,530
18282,500299,500395,15,137
29366,501039,500825,178,433
1291,500354,500110,141,743
22765,501745,501288,30,32
1929,501194,500302,109,493
17879,500722,501231,119,450
24706,500568,500699,14,80
781,500823,501401,70,200
22944,501199,501609,149,577
10309,500287,501869,152,358
16705,500461,500454,113,798
20337,501758,500167,69,1391
19839,500925,500300,95,546
10871,500547,501227,96,187
18405,500749,500169,54,103
21197,501932,500244,144,293
13913,501120,501337,52,162
20088,501197,501283,58,121
16890,500366,500455,101,392
10802,501576,500081,57,193
12300,500387,501805,117,517
21635,903919,501054,134,294
9298,500252,501043,38,115
27958,501945,501013,16,54
24824,501245,501246,17,178
25971,501938,500015,23,57
29130,501062,500870,148,572
26352,500236,500698,54,77
14036,500461,500720,159,545
11635,500034,500471,112,502
11068,501674,500077,143,383
19224,500907,501433,148,1460
9322,500382,501081,193,549
14857,501185,500722,111,272
15652,501272,500420,179,181
6355,501670,501595,120,197
23827,500302,500876,100,434
9329,501153,500304,97,161
3313,500629,501999,145,785
11920,500544,500991,112,242
8497,500922,500478,110,1161
10146,500074,501622,208,340
1383,501739,500659,170,506
6177,500816,500842,198,148
12214,501113,501768,173,328
4903,501234,500381,206,347
29497,500622,500580,108,241
14771,501820,501683,131,248
17571,500809,501158,38,78
4192,501232,500032,145,309
16770,500647,501041,25,75
3082,501197,500578,134,228
12531,500390,500920,45,62
8541,501219,501857,156,256
6979,501964,501333,178,375
8275,501912,500718,102,487
19520,500795,500576,168,391
26544,500090,500427,28,50
28139,501155,500391,83,342
28145,501106,500514,128,349
9328,501465,501652,113,625
7058,500119,501403,132,410
28283,500475,500503,96,343
167,500403,501039,44,397
24796,500932,501615,176,202
20022,500743,501244,202,804
25932,500698,500936,126,407
20856,501922,501025,182,246
28673,501327,501985,9,47
24892,500880,501735,62,583
17218,500774,500942,116,1657
7176,501695,500893,114,312
28138,501255,501850,156,668
10741,500191,500969,110,295
28632,501350,500932,113,644
6269,501099,501075,195,303
7351,501091,500442,172,338
3137,500593,501355,132,248
7829,500565,501544,30,142
8134,501657,501505,145,232
27544,500144,501202,63,527
29184,501678,501081,118,593
18642,501310,500900,43,187
3414,501713,501861,96,471
8948,501598,500574,143,192
22274,501290,501169,142,770
23544,500526,500545,134,328
25901,501837,500438,87,325
15036,501203,501146,104,728
7881,500743,500797,47,65
4288,501577,501550,158,821
12690,500900,501020,129,312
8160,500505,500251,238,339
14769,501034,500386,43,84
7595,500868,500746,109,305
247,501901,500862,158,320
6489,501912,501965,181,608
8914,501076,501426,90,289
5139,500891,501353,113,605
9569,500200,500016,43,57
11278,501563,501483,140,356
24473,500878,500970,132,291
27371,501765,500792,176,513
22614,501404,501858,201,614
16782,501942,501550,112,535
17034,501110,501719,130,462
20570,501102,501236,141,308
23064,500670,500910,132,311
28036,500423,501319,22,50
8833,501763,501966,51,100
10271,500021,501818,32,249
13484,501986,500668,148,515
3177,500368,501946,87,894
27199,500846,500338,124,469
4723,501909,500374,169,756
19044,501660,500433,176,318
18368,501630,501315,124,366
181,500031,500516,217,561
6479,500127,500250,135,116
7500,501316,501238,139,859
24566,501825,500880,190,627
7402,501672,501590,10,69
26224,501928,500780,183,524
28982,500916,501125,137,683
7138,500485,501478,186,253
2170,501571,501938,165,142
26080,500441,501700,149,231
5824,501141,501226,140,285
4222,500342,500543,116,358
20152,500943,500503,192,438
8453,501226,500576,103,368
23433,501014,500440,145,305
24988,500003,501654,73,113
11473,500673,500899,74,529
5259,500825,500564,19,142
20270,501531,501205,43,53
15105,501374,500532,135,536
13943,500922,500241,139,341
27693,501844,501522,168,874
1289,501054,500371,173,251
1048,501295,501920,162,385
23762,500792,500606,69,168
10373,501607,501338,171,369
28499,500151,501054,64,335
18459,500640,501713,97,582
15096,501574,501755,101,548
9284,500064,501011,83,774
